location,merged_location_names,latitude,longitude,count,address
University of Massachusetts Amherst,"University of Massachusetts Amherst; University of Massachusetts-Amherst; University of Massachusetts - Amherst; University of Massachusetts, Amherst; University Of Massachusetts Amherst; UMass Amherst; UMass",42.3875741,-72.5299209,63,"University of Massachusetts Amherst, North Pleasant Street, Amherst, Hampshire County, Massachusetts, 01004, United States"
University of Washington,University of Washington,47.6554303,-122.3001692,63,"University of Washington, Red Square, Central Campus, University District, Seattle, King County, Washington, 98195, United States"
ETH Zürich,ETH Zürich; ETH Zurich,47.413218,8.5374914,63,"ETH Zürich, 130, Binzmühlestrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra"
Vanderbilt University,Vanderbilt University,36.1438011,-86.8028189,63,"Vanderbilt University, 2201, West End Avenue, Nashville, Davidson County, Middle Tennessee, Tennessee, 37235, United States"
University of Massachusetts Lowell,University of Massachusetts Lowell; UMass Lowell; University of Massachusetts-Lowell,42.6519097,-71.3173628,62,"University of Massachusetts Lowell, Walker Street, Cambodia Town, The Acre, Lowell, Middlesex County, Massachusetts, 01854, United States"
Texas Tech University,Texas Tech University,33.5937526,-101.8995955,61,"Texas Tech University, 2500, Broadway, Lubbock, Lubbock County, Texas, 79409, United States"
Lehigh University,Lehigh University,40.6068028,-75.3782488,61,"Lehigh University, Library Drive, Sayre Park, South Bethlehem, Bethlehem, Northampton County, Pennsylvania, 18015, United States"
New Jersey Institute of Technology,New Jersey Institute of Technology; Ampère SAS; New Jersey Institute of technology,40.75033943333333,-74.18431020000001,60,"Ampere, East Orange, Essex County, New Jersey, 07107, United States, New Jersey Institute of Technology, Sussex Avenue, Newark, Essex County, New Jersey, 07102, United States"
University of Nebraska,"University of Nebraska-Lincoln; University of Nebraska - Lincoln; DOE NE; Zoetis; University of Nebraska-Lincoln, NE, USA; University of Nebraska-Lincoln, Lincoln; University of Nebraska",40.83132621428571,-96.68771961428571,58,"Doe Addition, Belmont, Lincoln, Lancaster County, Nebraska, United States, University of Nebraska - Lincoln (East Campus), 2000, North 33rd Street, Clinton, Lincoln, Lancaster County, Nebraska, 68503, United States, University of Nebraska-Lincoln City Campus, T Street, Hartley, Lincoln, Lancaster County, Nebraska, 68503, United States, Zoetis, Lincoln, Lancaster County, Nebraska, United States"
IIT Madras,IIT Madras; Indian Institute of Technology Madras; IITm,12.993263033333333,80.23568126666667,57,"IIT Madras, Adayar, Ward 174, Zone 13 Adyar, Chennai, Tamil Nadu, 600036, India, Indian Institute of Technology Madras, Taramani Road, Vikram Sarabhai Industrial Estate, Ward 180, Zone 13 Adyar, Chennai, Tamil Nadu, 600036, India"
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute; RPI; Rensselaer Polytechnic institute,42.7298969,-73.6796678,57,"Rensselaer Polytechnic Institute, 110, 8th Street, Downtown, City of Troy, Rensselaer County, New York, 12180, United States"
Tulane University,Tulane University,29.9412195,-90.1201009,55,"Tulane University, 6823, Saint Charles Avenue, Black Pearl, Greenville, New Orleans, Orleans Parish, Louisiana, 70118, United States"
U.S. Department of Energy,U.S. Dept. of Energy; US Environmental Protection Agency; U.S. Department of Energy; USDA; Naval Research Laboratory; Georgetown University; U.S. Environmental Protection Agency; Howard University,38.887938874999996,-77.0324304125,55,"Georgetown University, 3700, O Street Northwest, Georgetown, Ward 2, Washington, District of Columbia, 20057, United States, Howard University, 2400, 6th Street Northwest, Howard University, Ward 1, Washington, District of Columbia, 20059, United States, U.S. Department of Energy, 12th Street Expressway, Southwest Employment Area, Ward 6, Washington, District of Columbia, 20585, United States, U.S. Environmental Protection Agency, 1200, Pennsylvania Avenue Northwest, Ward 2, Washington, District of Columbia, 20004, United States, US Environmental Protection Agency, 1200, Pennsylvania Avenue Northwest, Ward 2, Washington, District of Columbia, 20004, United States, United States Department of Agriculture, 1400, Independence Avenue Southwest, Ward 2, Washington, District of Columbia, 20250, United States, United States Naval Research Laboratory, Ward 8, Washington, District of Columbia, United States"
Sungkyunkwan University,Sungkyunkwan University; Sungkyunkwan university; CJ CheilJedang,37.29748823333333,126.9434087,54,"CJ제일제당 안산공장, 141, 상록구, 안산시, 대한민국, 성균관대, 화산로, 율전동, 장안구, 수원시, 16360, 대한민국"
Idaho National Laboratory,Idaho National Laboratory,43.5208319,-112.0490689,54,"Idaho National Laboratory, Idaho Falls, Bonneville County, Idaho, United States"
University of Alberta,"University of Alberta; University of alberta; University of Alberta, Edmonton, Canada",53.52682000000001,-113.5244937,52,"University of Alberta, 114 Street NW, University of Alberta, Greater Strathcona, Edmonton, Alberta, T6G 0N1, Canada"
University of Kansas,University of Kansas,38.9535052,-95.2630922,52,"University of Kansas, 1450, Jayhawk Boulevard, Lawrence, Douglas County, Kansas, 66045, United States"
Michigan Technological University,Michigan Technological University,47.1099114,-88.5511513,52,"Michigan Technological University, 1400, Townsend Drive, Houghton, Houghton County, Michigan, 49931, United States"
Saudi Aramco,Saudi Aramco; Saudi aramco,23.9494015,38.2920459,51,"Saudi Aramco, المنطقة الصناعية, محافظة ينبع, منطقة المدينة المنورة, السعودية"
Stony Brook University,Stony Brook University,40.9090809,-73.1205518,51,"Stony Brook University, 100, Nicolls Road, Town of Brookhaven, Suffolk County, New York, 11794, United States"
Eli Lilly and Company,Eli Lilly and Company,51.3768345,-0.6747395,48,"Eli Lilly and Company, Sunninghill Road, Windlesham, Surrey Heath, Surrey, England, GU20 6PH, United Kingdom"
Nanyang Technological University,Nanyang Technological University,1.3484104,103.6829332,47,"Nanyang Technological University, 50, Nanyang Avenue, Western Water Catchment, Southwest, Singapore, 639798, Singapore"
University of Toronto,University of Toronto,43.663462,-79.3977597,47,"University of Toronto, Queen's Park Crescent West, Bay-Cloverhill, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5S 3M2, Canada"
Oklahoma State University,Oklahoma State University,36.1313112,-97.0890259,47,"Oklahoma State University, Stillwater, Payne County, Oklahoma, United States"
The University of Sheffield,University of Sheffield; The University Of Sheffield; The University of Sheffield; Sheffield University; Department of Biological Engineering,53.37781046,-1.49144162,46,"Department of Chemical and Biological Engineering, Newcastle Street, Devonshire, City Centre, Sheffield, South Yorkshire, England, S1 4TT, United Kingdom, University of Sheffield, Upper Hanover Street, Saint George's, Broomhall, Sheffield, South Yorkshire, England, S3 7RL, United Kingdom, University of Sheffield, Western Bank, Broomfield, Netherthorpe, Sheffield, South Yorkshire, England, S10 2TN, United Kingdom"
Zhejiang university,Zhejiang University; Zhejiang university; zhejiang university,30.521595,120.7195312,45,"浙江大学（海宁校区）, 西环路, 鹃湖科技城, 硖石街道, 海宁市, 嘉兴市, 浙江省, 314400, 中国"
King Fahd University of Petroleum and Minerals,"KFUPM; King Fahd University of Petroleum & Minerals; King Fahd University of Petroleum and Minerals; King Fahd University of Petroleum and Minerals, Dhahran; King Fahd University Of Petroleum & Minerals",26.30948538,50.14682478,45,"KFUPM Square, Farooq Road, الظهران, محافظة الدمام, المنطقة الشرقية, 34455, السعودية, جامعة الملك فهد للبترول والمعادن, Cypress Street, الظهران, مجمع الظهران السكني, محافظة الدمام, المنطقة الشرقية, 34453, السعودية"
Oregon State University,Oregon State University,44.5630559,-123.2839234,44,"Oregon State University, 1500, Southwest Jefferson Way, Corvallis, Benton County, Oregon, 97331, United States"
Rutgers,Rutgers; Rutgers University,40.5204169,-74.4645303,44,"Rutgers University, Bartlett Street, New Brunswick, Middlesex County, New Jersey, 08901, United States"
University of Kentucky,University of Kentucky,38.0266291,-84.5047222,43,"University of Kentucky, 101, Colliseum Alley, Academic Core, University of Kentucky, Lexington, Fayette County, Kentucky, 40506, United States"
Kansas State University,Kansas State University; Kansas state university,39.20883,-96.5884512,43,"Kansas State University, Cedar Acres Drive, Manhattan, Riley County, Kansas, 66506, United States"
"Mars, Inc.","Mars, Inc.",40.6919252,-80.0030045,43,"Fleming Tire & Auto Service, Inc, 649, Mars Road, Mars, Butler County, Pennsylvania, 16046, United States"
RWTH Aachen University,German Aerospace Center (DLR); RWTH Aachen University; Sartorius; RWTH Aachen,50.783707975,6.104963125,43,"Deutsches Zentrum für Luft- und Raumfahrt (DLR), 12, Carlo-Schmid-Straße, Gewerbegebiet Aachener Kreuz, Sankt Jobs, Würselen, Städteregion Aachen, Nordrhein-Westfalen, 52146, Deutschland, RWTH Aachen, Friedrich-Ebert-Allee, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland, Sartorius, Auguste-von-Sartorius-Weg, Forst, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52068, Deutschland"
National Institute of Standards and Technology,US Department of Energy; National Institute of Standards and Technology; National Institute of Standards and Technology Center for Neutron Research; John Hopkins University; NIST; National Institute of Standards and Technology (NIST),39.13327588333333,-77.2234751,42,"Future John Hopkins University Belward Campus, Gaithersburg, Montgomery County, Maryland, United States, NIST Center for Neutron Research, 235, Center Drive, National Institute of Standards and Technology, Kentlands, Montgomery County, Maryland, 20899, United States, National Institute of Standards and Technology, 100, Gaithersburg, Montgomery County, Maryland, 20899, United States, US Department of Energy, Fox Chapel, Germantown, Montgomery County, Maryland, United States"
Los Alamos National Laboratory,Los Alamos National Laboratory; LOS ALAMOS NATIONAL LABORATORY,35.8190003,-106.2656274,42,"Los Alamos National Laboratory, Los Alamos, Los Alamos County, New Mexico, 87545, United States"
Brigham Young University,Brigham Young University,40.2554083,-111.6496832,42,"Brigham Young University, East 2020 North, Pleasant View, Provo, Utah County, Utah, 84602, United States"
IIT Kharagpur,"Indian Institute of Technology Kharagpur; IIT Kharagpur; IIT KHARAGPUR; Indian Institute of Technology, Kharagpur",22.3144275,87.310392,41,"Indian Institute of Technology Kharagpur, SH5, Kharagpur, Kharagpur-I, Paschim Medinipur, West Bengal, 721302, India"
Khalifa University,Khalifa University,24.4479513,54.3955267,39,"جامعة خليفة, شارع جَبل النِّجيد, حدبة الزعفرانة, أبو ظبي, أبوظبي, أبو ظبي, الإمارات العربية المتحدة"
University of South Florida,University of South Florida; Moffitt Cancer Center,28.062033550000002,-82.41778115,39,"H. Lee Moffitt Cancer Center, 12902, USF Magnolia Drive, Tampa, Hillsborough County, Florida, 33612, United States, University of South Florida, 4202, East Fowler Avenue, Tampa, Hillsborough County, Florida, 33620, United States"
The University of Kansas,The University of Kansas; Kansas University Medical Center,39.0565182,-94.60928849999999,38,"The University of Kansas Hospital, 4000, Cambridge Street, Rosedale, Kansas City, Wyandotte County, Kansas, 66160, United States, University of Kansas Medical Center, 3901, Rainbow Boulevard, Rosedale, Kansas City, Wyandotte County, Kansas, 66160, United States"
University of Georgia,University of Georgia; UGA,33.9404278,-83.373049,38,"University of Georgia, Athens, Clarke County, Georgia, United States, University of Georgia, Southview Drive, Five Points, Athens, Clarke County, Georgia, 30602, United States"
Tokyo institute of technology,Keio University; Tokyo institute of technology; Tokyo Institute of Technology,35.58797123333333,139.6689706,36,"慶應義塾大学, 赤門坂, 日吉本町二丁目, 港北区, 横浜市, 神奈川県, 223-0062, 日本, 東京科学大学 大岡山キャンパス, 轟橋, 大岡山二丁目, 大岡山, 目黒区, 東京都, 152-0034, 日本"
Qatar University,Qatar University; Qatar university,25.3719714,51.4879579,36,"جامعة قطر, شارع الجامعة, الدوحة, قطر"
AbbVie,AbbVie; Abbvie,42.33708,-87.8344244,36,"AbbVie, North Chicago, Lake County, Illinois, United States"
TU Delft,Delft University of Technology; GSK R&D; TU Delft; Technische Universiteit Delft,52.016043475000004,4.358393925,35,"GSK, Hoefkade, Schilderswijk, Centrum, Den Haag, Zuid-Holland, Nederland, 2515 GH, Nederland, Technische Universiteit Delft, N.C. Kistweg, TU-wijk, Wippolder, Delft, Zuid-Holland, Nederland, 2628 XE, Nederland"
Michigan State University,Michigan State University; MSU,42.7023794,-84.4803869,34,"Michigan State University, 426, Auditorium Road, North Neighborhood, East Lansing, Ingham County, Michigan, 48824, United States"
Clemson University,Clemson University,34.6686915,-82.8374348,34,"Clemson University, RV Lot, Pickens County, South Carolina, 29634, United States"
Virginia Commonwealth University,Virginia Commonwealth University,37.5461246,-77.4540609,33,"Virginia Commonwealth University, 907, Floyd Avenue, Carver, Richmond, Virginia, 23284, United States"
University of Southern California,University of Southern California; UNIVERSITY OF SOUTHERN CALIFORNIA,34.0218689,-118.2858579,33,"University of Southern California, South Figueroa Street, Historic South-Central, Los Angeles, Los Angeles County, California, 90089, United States"
GSK,GSK,46.2857292,-114.1470748,33,"GSK, Hamilton, Ravalli County, Montana, United States"
McMaster University,McMaster University,43.2639397,-79.9178252,33,"McMaster University, 1280, Main Street West, Ainslie Wood East, Hamilton, Golden Horseshoe, Ontario, L8S 3L8, Canada"
United States Military Academy,United States Military Academy,41.3926455,-73.9599242,33,"United States Military Academy, Storm King Highway, Town of Highlands, Orange County, New York, 10996, United States"
Dow,Dow,35.504124,-119.1726056,33,"Dow, Minter Field Industrial Center, Shafter, Kern County, California, United States"
Universidad Nacional de Colombia,"Universidad Nacional De Colombia; Universidad Nacional de Colombia; Universidad de los Andes; Universidad de los Andes, Carrera",4.62007255,-74.07507125000001,33,"Universidad Nacional de Colombia, 26-85, Carrera 45, Rafael Nuñez, UPZ Parque Simón Bolivar-CAN, Localidad Teusaquillo, Bogotá, Bogotá, Distrito Capital, RAP (Especial) Central, 111321, Colombia, Universidad de los Andes, Carrera 2A, Las Aguas, UPZs Localidad La Candelaria, Bogotá, Bogotá, Distrito Capital, RAP (Especial) Central, 111711, Colombia"
Rowan University,Rowan University,39.7103526,-75.1193267,33,"Rowan University, 201, Mullica Hill Road, Glassboro, Gloucester County, New Jersey, 08028, United States"
Politecnico di Torino,Politecnico di Torino,45.0636974,7.6575263,32,"Politecnico di Torino, Corso Castelfidardo, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10129, Italia"
Brookhaven National Laboratory,Brookhaven National Laboratory; Brookhaven National Lab,40.87930865,-72.85765635,32,"Brookhaven National Lab Road, Brookhaven National Laboratory, Ridge, Town of Brookhaven, Suffolk County, New York, 11973, United States, Brookhaven National Laboratory, Ridge, Town of Brookhaven, Suffolk County, New York, 11973, United States"
University of AR,University of Arkansas; Univ of AR; University of AR,36.0970389,-94.1703322,31,"University of Arkansas, West Spruce Street, VA Hill, Fayetteville, Washington County, Arkansas, 72703, United States"
University of Louisiana at Lafayette,University of Louisiana at Lafayette; University of Louisiana,30.2117256,-92.0195772,30,"University of Louisiana at Lafayette, Barry Street, Arbolada Addition, Lafayette, Lafayette Parish, Louisiana, 70501, United States"
University of New Mexico,University of New Mexico; Air Force Research Laboratory,35.07115085,-106.6113392,30,"Air Force Research Laboratory - Space Vehicles Directorate, 3550, Aberdeen Drive Southeast, Albuquerque, Bernalillo County, New Mexico, 87117, United States, University of New Mexico, Frontier Avenue Northeast, Nob Hill, Albuquerque, Bernalillo County, New Mexico, 87131, United States"
University of North Dakota,University of North Dakota,47.9265412,-97.0721209,30,"University of North Dakota, Healthy Way, Grand Forks, Grand Forks County, North Dakota, 58203, United States"
University of Birmingham,University of Birmingham,52.4522956,-1.9312857,29,"The Teaching and Learning Building, Edgbaston Park Road, Bournbrook, Metchley, Birmingham, West Midlands, England, B15 2TT, United Kingdom"
KAUST,KAUST; King Abdullah University of Science and Technology,22.3223754,39.1173835,29,"جامعة الملك عبد الله للعلوم و التقنية, Beacon Avenue, محافظة رابغ, منطقة مكة المكرمة, 23955, السعودية"
Dalian University of Technology,Dalian University of Technology; Dalian university of technology,38.8812564,121.52016,28,"大连理工大学(凌水校区), 2号, 软件园路, 凌水街道, 栾金村, 甘井子区, 辽宁省, 116024, 中国"
University of Waterloo,University of Waterloo,43.4701994,-80.5452429,28,"University of Waterloo, Wilmot, Region of Waterloo, Ontario, N2L 3G1, Canada"
Florida Institute of Technology,Florida Institute of Technology; Florida Institute of technology,28.064271,-80.623004,28,"Florida Institute of Technology, East University Boulevard, Melbourne, Brevard County, Florida, 32901, United States"
The Hong Kong University of Science and Technology,City University of Hong Kong; The Hong Kong University of Science and Technology; HKUST; the Hong Kong University of Science and Technology; The Hong Kong Polytechnic University,22.329990000000002,114.22884208,27,"科大 (逸夫演藝中心) HKUST (Shaw Auditorium), 銀影路 Ngan Ying Road, 阿公灣 A Kung Wan, 大埔仔 Tai Po Tsai, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国, 香港城市大學 City University of Hong Kong, 晴碧花園 Sunshine Grove, 圓洲角 Yuen Chau Kok, 插桅杆村 Chap Wai Kon Village, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国, 香港理工大學 The Hong Kong Polytechnic University, 11, 育才道 Yuk Choi Road, 紅磡灣 Hung Hom Bay, 尖沙咀 Tsim Sha Tsui, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 中国, 香港科技大學 The Hong Kong University of Science and Technology, 大學道 University Road, 碧水新村 Pik Shui San Tsuen, 大埔仔 Tai Po Tsai, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国"
University of Rochester,University of Rochester; Rochester Institute of Technology; University of Rochester Medical Center,43.11182133333333,-77.64236646666667,27,"Rochester Institute of Technology, 1, Lomb Memorial Drive, City of Rochester, Monroe County, New York, 14623, United States, University of Rochester Medical Center Main Campus, 601, Elmwood Avenue, Upper Mount Hope, City of Rochester, Monroe County, New York, 14611, United States, University of Rochester River Campus, Jefferson Avenue, Genesee-Jefferson, City of Rochester, Monroe County, New York, 14611, United States"
Ghent University,Ghent University,51.0078484,3.7108831,26,"Universiteit Gent Vakgroep Textielkunde, 70A, Technologiepark-Zwijnaarde, Wetenschapspark Ardoyen, Zwijnaarde, Gent, Oost-Vlaanderen, 9052, België / Belgique / Belgien"
Indian Institute of Technology Delhi,"South Asian University; Indian Institute of Technology Delhi; Indian Institute of Technology, Delhi; PSRI",28.526577,77.2008821,26,"Indian Institute of Technology Delhi, Hauz Khas, Hauz Khas Tehsil, South Delhi, Delhi, 110016, India, PSRI Hospital, Pandit Trilok Chandra Sharma Marg, Savitri Nagar, Khirki, Hauz Khas Tehsil, South Delhi, Delhi, 110017, India, South Asian University, Daffodil Lane, Satbari, Saket Tehsil, South Delhi, Delhi, 110074, India"
The University of Tokyo,The University of Tokyo,35.9019845,139.9362283,26,"東京大学 柏キャンパス, 学融合の道, 柏の葉五丁目, 柏市, 千葉県, 277-8583, 日本"
University at Buffalo,University at Buffalo; University At Buffalo,43.0019863,-78.7859649,26,"University at Buffalo, Town of Amherst, Erie County, New York, United States"
Korea Advanced Institute of Science and Technology,KAIST; Korea Advanced Institute of Science and Technology; Institute for Basic Science; Hanbat National University,36.36678495,127.35252315,25,"국립한밭대학교, 125, 동서대로, 덕명동, 학하동, 유성구, 대전광역시, 34158, 대한민국, 기초과학연구원, 엑스포로41번길, 도룡동, 신성동, 유성구, 대전광역시, 34126, 대한민국, 한국과학기술원, 291, 대학로, 구성동, 온천2동, 유성구, 대전광역시, 34141, 대한민국"
University of Rhode Island,University of Rhode Island,41.4875094,-71.5343138,25,"University of Rhode Island, Complex Road, South Kingstown, South County, Rhode Island, 02881, United States"
Pfizer,Pfizer,51.0669817,4.3097669,25,"Pfizer, Rijksweg, Kalfort, Puurs, Puurs-Sint-Amands, Mechelen, Antwerpen, 2870, België / Belgique / Belgien"
École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne; Ecole Polytechnique Fédérale de Lausanne,46.5186594,6.5665615,24,"École Polytechnique Fédérale de Lausanne, Chemin des Charmilles, Saint-Sulpice, District de l'Ouest lausannois, Vaud, 1025, Schweiz/Suisse/Svizzera/Svizra"
University College Dublin,"University College Dublin, Ireland; University College Dublin; Trinity College Dublin; Alkermes",53.32253315,-6.237669275,24,"Alkermes, 1, Burlington Road, Pembroke West C ED, Dublin, County Dublin, Leinster, D04 C5Y6, Éire / Ireland, Trinity College Dublin, College Green, Mansion House A Ward 1986, Dublin, County Dublin, Leinster, D02 VR66, Éire / Ireland, University College Dublin (Belfield Campus), Merville, Merville Student Residences, Roebuck, Clonskeagh-Belfield DED 1986, Dundrum, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 V6T7, Éire / Ireland"
The University of Akron,The University of Akron; University of Akron,41.07669885,-81.51450285,24,"The University of Akron College of Business Administration, 259, South Broadway Street, Downtown Akron, Downtown, Akron, Summit County, Ohio, 44325, United States, University of Akron, Grant Street, Downtown Akron, Downtown, Akron, Summit County, Ohio, 44325, United States"
"Amgen, Inc.","Amgen, Inc.; Amgen, inc.; Amgen Inc.",34.1905959,-118.91985619999998,24,"Amgen Inc. (Thousand Oaks Headquarters), 1, Amgen Center Drive, Newbury Park, Thousand Oaks, Ventura County, California, 91320, United States"
Boehringer Ingelheim,Boehringer-Ingelheim; Boehringer Ingelheim; Bristol-Myers Squibb Co.; UNAM; Universidad Nacional Autónoma de México; Universidad Autónoma Metropolitana -Iztapalapa,19.3038519,-99.13449406666666,23,"Boehringer Ingelheim, Ciudad de México, Xochimilco, Ciudad de México, 16200, México, Bristol-Myers Squibb, Ciudad de México, Coyoacán, Ciudad de México, 04980, México, Universidad Autónoma Metropolitana Unidad Iztapalapa, 186, Avenida La Purísima, Colonia La Purísima, Ciudad de México, Iztapalapa, Ciudad de México, 09340, México, Universidad Nacional Autónoma de México, Avenida Insurgentes Sur, Ciudad de México, Coyoacán, Ciudad Universitaria, Ciudad de México, 04510, México"
University of Iowa,University of Iowa; The University of Iowa,41.649707500000005,-91.56013935,23,"The University of Iowa, West Court Street, Iowa City, Johnson County, Iowa, 52240, United States, University of Iowa, McCollister Boulevard, Iowa City, Johnson County, Iowa, 52246, United States"
South Dakota Mines,South Dakota School of Mines & Technology; South Dakota School of Mines &Technology; South Dakota Mines,44.0739534,-103.2056622,23,"South Dakota Mines, 501, East Saint Joseph Street, Rapid City, Pennington County, South Dakota, 57701, United States"
Kyoto Institute of Technology,Takeda; Kyoto University; Kyoto Institute of Technology,35.00920706666667,135.77106473333333,23,"京都大学, 近衛通り, 吉田下阿達町, 左京区, 京都市, 京都府, 606-8391, 日本, 左京区総合庁舎・京都工芸繊維大学前, 北泉通, 松ケ崎堂ノ上町, 左京区, 京都市, 京都府, 606-0931, 日本, 竹田, 名神高速道路, らくなん進都, 伏見区, 京都市, 京都府, 612-8428, 日本"
University of Bologna,University of Bologna; Alma Mater Studiorum - University of Bologna,44.4982886,11.354457,22,"Università di Bologna, Piazza di Porta San Donato, Irnerio, Santo Stefano, Bologna, Emilia-Romagna, 40126, Italia"
IIT Hyderabad,Indian Institute of Technology Hyderabad; IIT Hyderabad; IITH,17.589982833333334,78.1218824,22,"Indian Institute of Technology Hyderabad, NH161, Kandi, Kandi mandal, Sangareddy, Telangana, 502285, India, Main Road IITH, Kandi, Kandi mandal, Sangareddy, Telangana, 502285, India"
Washington State University,Washington State University; washington state university; University of Idaho,46.730447,-117.10668199999999,22,"University of Idaho, 875, Perimeter Drive, Moscow, Latah County, Idaho, 83844, United States, Washington State University, Selma Koppel Path, Pullman Community Garden at Koppel Farm, Pullman, Whitman County, Washington, 99164, United States"
University of Cambridge,University of Cambridge; Microsoft Research,52.20118383333334,0.12160359999999999,22,"Microsoft Research, 21, Station Road, Petersfield, Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, CB1 2FB, United Kingdom, University of Cambridge, 15, J J Thomson Avenue, Eddington, Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, CB3 0FD, United Kingdom"
HAX,HAX,35.7461408,-95.4110305,22,"Hatbox Field, West Muskogee, Muskogee, Muskogee County, Oklahoma, United States"
Twelve,Twelve,-33.9808333,18.3852778,22,"Twelve Apostles, Cape Town, City of Cape Town, Western Cape, 8040, South Africa"
University of Cincinnati,University of Cincinnati,39.1318991,-84.5157575,21,"University of Cincinnati Uptown (West) Campus, West Martin Luther King Junior Drive, Andrew W. Breidenbach Environmental Research Center, Corryville, Cincinnati, Hamilton County, Ohio, 45268, United States"
UC San Diego,UC San Diego; University of San Diego,32.77256405,-117.18858305,21,"Hahn University Center, Alcala Park Way, Morena, San Diego, San Diego County, California, 92110, United States, University of San Diego, 5998, Alcala Park Way, San Diego, San Diego County, California, 92110, United States"
Mississippi State University,Mississippi State University,33.4386876,-88.7943232,21,"Mississippi State University, 75, George Perry Street, Oktibbeha County, Mississippi, 39762, United States"
Guangdong Technion Israel Institute of Technology,"Guangdong Technion-Israel Institute of Technology; Guangdong Technion - Israel Institute of Technology; Guangdong Technion Israel Institute of Technology; Guangdong Technion Israel Institute of Technology, Shantou, China",23.4125696,116.636155,21,"广东以色列理工学院, 241号, 大学路, 𬶍江街道, 金平区, 汕头市, 广东省, 515063, 中国"
Korea Institute of Industrial Technology,Korea Institute of Industrial Technology; Chonnam National University,35.20173355,126.87721164999999,21,"전남대학교, 77, 용봉로, 신안동, 북구, 광주광역시, 61186, 대한민국, 한국생산기술연구원, 첨단과기로, 오룡동, 첨단1동, 북구, 광주광역시, 61005, 대한민국"
Dow Chemical Company,Dow Chemical Company; Johnson Matthey Technology Centre,54.5856558,-1.23670675,21,"Dow Chemical Company, Riverside Road, Billingham, Stockton-on-Tees, Tees Valley, England, TS2 1TT, United Kingdom, Johnson Matthey Technology Centre, Thornaby, Stockton-on-Tees, Tees Valley, England, TS17 6PY, United Kingdom"
Heriot-Watt University,University of Edinburgh; Heriot-Watt University; Veranova,55.93115233333333,-3.2497418000000002,21,"Heriot-Watt University, Research Avenue North, Currie, City of Edinburgh, Alba / Scotland, EH14 4AS, United Kingdom, University of Edinburgh, Buccleuch Place, Pleasance, Southside, City of Edinburgh, Alba / Scotland, EH8 9LH, United Kingdom, Veranova, Wheatfield Road, Tynecastle, Gorgie/Dalry, City of Edinburgh, Alba / Scotland, EH11 2PX, United Kingdom"
Aristotle University of Thessaloniki,Aristotle University of Thessaloniki,40.6296704,22.9591611,20,"Αριστοτέλειο Πανεπιστήμιο, Ιατρού Κεραμέως, Σαράντα Εκκλησίες, Θεσσαλονίκη, Δημοτική Ενότητα Θεσαλονίκης, Δήμος Θεσσαλονίκης, Μητροπολιτική Ενότητα Θεσσαλονίκης, Περιφέρεια Κεντρικής Μακεδονίας, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, 546 36, Ελλάς"
Indian Institute of Technology Roorkee,"Indian Institute of Technology Roorkee; Indian Institute Of Technology Roorkee, Uttarakhand, India; Indian Institute of Technology Roorkee, ROORKEE; INDIAN INSTITUTE OF TECHNOLOGY ROORKEE; IIT Roorkee",29.8661656,77.8957348,20,"Indian Institute of Technology Roorkee, Civil Lines, Roorkee, Haridwar, Uttarakhand, 247667, India"
University of Texas at Austin,"University of Texas at Austin; University of Texas, Austin",30.2851494,-97.7339352,20,"University of Texas at Austin, 1, Allandale, Austin, Travis County, Texas, 78712, United States"
Inha University,inha university; INHA University; Inha University,37.449443,126.6534446,20,"인하대학교, 인하로77번길, 용현동, 용현1·4동, 미추홀구, 인천광역시, 22182, 대한민국"
Lamar University,Lamar University,30.0388946,-94.0758929,20,"Lamar University, 4400, South Martin Luther King Junior Parkway, Zummo, Beaumont, Jefferson County, Texas, 77705, United States"
UC Irvine,UC Irvine,-29.7451544,147.7685722,19,"Irvine, Milrae Street, Cumborah, Walgett Shire Council, New South Wales, 2832, Australia"
University of Strathclyde,University of Strathclyde,55.8618812,-4.2419566,19,"University of Strathclyde, Cathedral Street, Townhead, Glasgow, Glasgow City, Alba / Scotland, G4 0RD, United Kingdom"
North Carolina A&T State University,North Carolina A&T State University,36.2116175,-81.6760234,19,"Rivers Street, Horn in the West, Boone, Watauga County, North Carolina, 28607, United States"
