mapped,count,label,latitude,longitude,top_authors
politecnico di torino,7,Politecnico di Torino,45.0636974,7.6575263,Nunzia Lauriello; Antonio Buffo; Sandro Malusà; Diego Fida; Francesco De Roma
prairie view aandm university,7,Prairie View A&M University,30.0960954,-95.9870007,Emmanuel Dada; Temitope Esan; Kazeem B. Olanrewaju; Aishorjo Bublee; Uche Chukwuemeka
sungkyunkwan university,7,Sungkyunkwan University,37.29748823333333,126.9434087,Janggeun Lee; Jonghwan Oh; Yong Sang Lee; Woochang Jeong; Hyeonseo IM
slac national accelerator laboratory,7,slac national accelerator laboratory,,,Ara Cho; Shyama Charan Mandal; Hyeonjung Jung; Adam Hoffman; Adam Nielander
university of cincinnati,7,University of Cincinnati,39.1318991,-84.5157575,Joo-Youp Lee; Anil Reddy Soreddy; Yoonjee Park; Christopher Ticknor; Dimal Kissan Acahry
university of calgary,6,University of Calgary,51.0766289,-114.1285493,Kotaybah Hashlamoun; Hua Song; Jose Angel Beleno Alcazar; Camilo Andres Lopez Lago; Jinguang Hu
university of birmingham,6,University of Birmingham,52.4522956,-1.9312857,Daniele Baiocco; Cinzia Amieni; Darius Khoshdel; Georgina Wadsley; Kit Windows-Yule
u.s. food and drug administration,6,U.S. Food and Drug Administration,47.7969561,-122.2009767,Stelios C. Tsinontides; Thomas O'Connor; Nobel Sierra Vega; Katrina Avery; Aaron Rowane
university of maine,6,University of Maine,44.9015188,-68.6617222,Sampath Gunukula; Sampath Karunarathne; Temidayo Ogunjinmi; Ehsan Sardar; Madison McCarthy
the university of toledo,6,The University of Toledo,41.6582432,-83.6147873,Hossein Abedsoltan; Saketh Merugu; Maria Coleman; Yakov Lapitsky; Glenn Lipscomb
tokyo institute of technology,6,Tokyo institute of technology,35.58797123333333,139.6689706,Aparna Chitra Sudheer; Qiancheng Liao; Yuna Tatsumi; Yin LIU; Toshiyuki Yokoi
the university of texas at tyler,6,The University of Texas at Tyler,32.3163078,-95.2536994,Gideon Nyarko; Oluwanisola Makinde; Kristinoba Olotu; Mayokun Oke; Micheal Asama
virginia polytechnic institute and state university,6,Virginia Polytechnic Institute and State University,37.2219268,-80.4272818,Liping Liu; Rong Tong; Sanket Deshmukh; Md Raian Yousuf; Parisa Farzeen
liberty university,6,Liberty University,37.3539466,-79.1531533,Wayne Strasser; Elijah Yoder; Nate Breed; Ryan Learn; Robert Kacinski
mainstream engineering corporation,6,mainstream engineering corporation,,,Andrew Wagner; Aristidis Mihalos; Philip Cox; Luke Walker; Benjamin Woods
hanyang university,6,hanyang university,,,Seokwoo Choe; Yong Hyun Moon; Seung Hyun Park; Byeongyong MIN; Tae Yeon KIM
max planck institute for dynamics of complex technical systems,6,max planck institute for dynamics of complex technical systems,,,Tibor Svitnic; Christoph Griehl; Caroline Ganzer; Alexander Geschke; Luisa Peterson
école polytechnique fédérale de lausanne,6,École Polytechnique Fédérale de Lausanne,46.5186594,6.5665615,Francesca Lorenzutti; Kumar Varoon Agrawal; Daniel Florez Orrego; Meire Ellen Gorete Ribeiro Domingos; Ardemis Boghossian
university of louisiana at lafayette,6,University of Louisiana at Lafayette,30.2117256,-92.0195772,Elizabeth Boyd; Remil Aguda; Xing Li; Kristel Gatdula; Xiaobo Lei
university of maryland  baltimore county,6,university of maryland  baltimore county,,,Samiha Sharlin; Tyler R. Josephson; Colin Jones; Meredith Morse Morse; Elias Gilotte
the city college of new york,6,the city college of new york,,,Elizabeth Biddinger; Janhvi Trivedi; Surabh KT; Nicole Donovan; Brian Chen
pusan national university,6,Pusan National University,35.2343498,129.0784068,Kyoungyoun Kim; Doyeon Lee; Sunghyun Yoon; Kyu Hyun; Jaegyun Im
pfizer,6,Pfizer,51.0669817,4.3097669,Kameel Antami; Virginia Brooke Gill; William Guy; Heather Boucher; Wenge Wang
east china university of science and technology,6,East China University of Science and Technology,31.145271500000003,121.42105243333332,Mengxiang Lu; Zhongjie Shen; Yao Miao; Yunfei Yang; Liang Zhang
nyu tandon school of engineering,6,nyu tandon school of engineering,,,Nouha El Amri; Rachel Pollard; Parker Lewis; Nathalie Pinkerton; Xiuxian Li
national technical university of athens,6,National Technical University of Athens,37.977380100000005,23.7590529,Stefanos Xenios; Michaela Vasilaki; Antonios Kokosis; Konstantinos Mexis; Nikos Trokanas
oakland university,6,Oakland University,42.67665135,-83.15880505,Erin Witherspoon; Natsuumi Ito; Hiroshi Umakoshi; Nobuyuki Matubayasi; Kento Kasahara
montana state university,6,Montana State University,45.6638859,-111.079287,Jacob Molinaro; Campbell Putnam; Esther Stopps; Martina Du; Sabine Olds
ewha womans university,6,ewha womans university,,,Yubin Ryu; Pouya Ifaei; Chaeeun Lee; Youlim Chung; Soyoung Kang
bristol myers squibb,5,Bristol Myers Squibb,48.1292363,11.5812022,Shona Marie Becwar; Andrew Werneth; Mohammadreza Ebrahimi; Patrick Corona; Hochan Chang
vellore institute of technology,5,Vellore Institute of Technology,12.9697279,79.1606943,Satish Parulekar; Ahmad Ijaz; Hamid Arastoopour; Nirmala Gnanasundaram; SeyedSepehr Mostafayi
university of wyoming,5,University of Wyoming,41.314986,-105.5643222,Vithurshan Varenthirarajah; Balantrapu Harshit; Zitao Wu; Dengfeng Qin; Ying Yu
university of strathclyde,5,University of Strathclyde,55.8618812,-4.2419566,Irene Moreno Flores; Tom Stavert; Miguel Jorge; John Armstrong; Christopher Boyle
indian institute of technology roorkee,5,Indian Institute of Technology Roorkee,29.8661656,77.8957348,Arisha Sharma; Prakash Biswas; Diksha VATS; Praveen Dubey; Arvind Kumar
hovione farmaciência,5,hovione farmaciência,,,Pedro Monteiro; Ana Martins; Artur Saramago; Ricardo Sousa; Jose Granjo
abbvie inc,5,abbvie inc,,,Shailendra Bordawekar; Kartik Kamat; Akshay Korde; Sherwin Shang; Kyu Yoon
north carolina aandt state university,5,North Carolina A&T State University,36.2116175,-81.6760234,Sujoy Bepari; Yusuf Adewuyi; Sumit Gupta; Tianjun Xie; Md Shakibur Rahaman Chowdhury
queens university,5,Queen's University,54.5847533,-5.936566,Greg van Anders; Houda Haidar; Iman Moshiritabrizi; Lauren Gibson; Kimberley B. McAuley
texas aandm university-kingsville,5,Texas A&M University-Kingsville,27.5279817,-97.8836721,Matthew Alexander; Matthew Kolade Ajakaiye; M. R. Riazi; Patrick Mills; Esther Olagunju
the university of akron,5,The University of Akron,41.07669885,-81.51450285,Weinan Xu; Amir Nourhani; Linxiao Chen; Fardin Khabaz; Daniel Angel Bellido Aguilar
canakkale onsekiz mart univ,5,Canakkale Onsekiz Mart Univ,40.1120066,26.4214648,Nurettin Sahiner; Mehtap Sahiner; Selin S. Sagbas; Sahin Demirci; Selin Sagbas
university of dayton,5,University of Dayton,39.7384599,-84.1791948,Sharjeel Jokhio; Adrienne Shea; Matthew Bernards; Ching-An Peng; Kevin Myers
university of gothenburg,5,University of Gothenburg,57.69796686666666,11.944211333333334,Dimitrios Gerogiorgis; Stefano Brandani; Enzo Mangano; Claire Leishman; Benjamin Duheric
uc irvine,5,UC Irvine,-29.7451544,147.7685722,Lexi Crowell; Herdeline Ardoña; Kiara Lacy; Sujeung Lim; Tayloria N.G. Adams
colorado state university,5,Colorado State University,40.5706567,-105.0853995,Qiang Wang; Siu Hung Joshua Chan; Sebastian Castro; Anna Huszar; Allison Cornelius
federal university of campina grande,5,federal university of campina grande,,,Heleno Bispo; Waleska Nascimento; Gabriela Monteiro; Gustavo Silva; Fernanda Andrade
kongju national university,5,Kongju National University,36.8517528,127.1510574,Hayoung Jeong; Seokhyun Choung; Jong-Ki Jeon; Jeong Woo Han; Jong Hun Kang
savannah river national laboratory,5,Savannah River National Laboratory,33.3447893,-81.73874705,Stephen Vicchio; Dan Lambert; Dylan D. Rodene; Jarrod Gogolski
hankyong national university,5,Hankyong National University,37.0117775,127.2634692,Semie Kim; Bang Le; Huong Mai Thi Kieu; Son Ich Ngo; Pyeong-Gon Jung
ohio university,5,Ohio University,39.3241782,-82.1015648,Quinn Bennett; Sumit Sharma; Yalda Ramezani; Hemant Nagar; Richard Nana Arthur
korea research institute of chemical technology,5,korea research institute of chemical technology,,,Ajaysing Nimbalkar; Dae Sung Park; Do-Young Hong; Yang Sik Yun; Do Kyoung Kim
tohoku university,4,Tohoku University,38.2581115,140.8360434,Anqing Wang; Keishi Suga; Hikaru Namigata; Naomi Shibasaki-Kitakawa
universidad de guanajuato,4,Universidad de Guanajuato,28.6984944,-106.1339119,Juan Gabriel Segovia; Carlos Rodrigo Caceres Barrera; Eduardo Sánchez-Ramírez; Juan-Gabriel Segovia-Hernandez
aristotle university of thessaloniki,4,Aristotle University of Thessaloniki,40.6296704,22.9591611,Fotini Nikiforou; Dayna Schultz; Thanasis Papageorgiou; Ilias Frydas
university of mississippi,4,University of Mississippi,34.3646125,-89.5396349,Masoud Salavati; Utsab Roy Ayan; Sadie Farmer; Sasan Nouranian
cleveland state university,4,cleveland state university,,,Victoria Stege; Bukola Adesanmi; Lisa Chambers; Obaid Khan
u s  environmental protection agency,4,u s  environmental protection agency,,,John D. Chea; Gerardo Ruiz-Mercado; Veera Boddu; Raymond Smith
university of cambridge,4,University of Cambridge,52.20118383333334,0.1216035999999999,Collin Smith; Alexander Routh; Kara Fong; Laura Torrente Murciano
university of british columbia,4,University of British Columbia,49.2578915,-123.2429755,Rama El-khawaldeh; Genpei Cai; Jiayang Ren; Gwynn Elfring
university of missouri-columbia,4,university of missouri-columbia,,,Reginald Rogers; Matthias Young; Farnoushsadat Rezaei; Marissa Moore
university of louisville,4,University of Louisville,38.19373075,-85.75322835,John White; Mahbuba Khanom; Xiao-An Fu; Jacob Miller
new mexico institute of mining and technology,4,new mexico institute of mining and technology,,,Youngmin Lee; Arnob Dipta Saha; Naomi Helsel; Hirithya Sharad Jeyashangararaj
pfizer inc,4,pfizer inc,,,Shubham Sharma; Joseph Imbrogno; Katharina Grohowalski; Kevin P. Girard
technical university of denmark,4,Technical University of Denmark,55.7854145,12.5202151,Alina Anamaria Malanca; Johan Le Nepvou De Carfort; Fiammetta Caccavale; Samir Meramo
polytechnic university of puerto rico,4,polytechnic university of puerto rico,,,Harry Carrion; Dorielis Rodriguez-Suarez; Yariana N. Bengochea Bonilla; Jeziel Rodriguez Vega
south china university of technology,4,South China University of Technology,23.160342,113.3372426,Ruiqi Fang; Xin Zhao; Hongxin Fu; Jufang Wang
takeda,4,takeda,,,Edward Raymond; Thomas Toupy; Laura Pereira Diaz; Varun Sundarkumar
lsre-lcm - faculty of engineering of university of porto,4,lsre-lcm - faculty of engineering of university of porto,,,Ana Pereira; Rafael Dias; Inês Rodrigues; Albertina Rios
florida atlantic university,4,Florida Atlantic University,26.1194037,-80.1416919,Brandyn Nutter; Laura Rojas; Steven Soini; Masoud Jahandar Lashaki
forschungszentrum jülich gmbh,4,forschungszentrum jülich gmbh,,,Stefan Pappler; Michael Geisselbrecht; Tobias Mader; Moritz Wedemeyer
glaxosmithkline,4,glaxosmithkline,,,Christopher J. Morrison; Lotfi Derdour; Don Clancy; Thomas Haley
kth royal institute of technology,4,KTH Royal Institute of Technology,59.2016758,17.6203201,Devesh Sathya Sri Sairam Sirigina; Nardana Bazybek; Andressa Mazur; Pedro Henrique Cabral De Souza
famu-fsu college of engineering,4,FAMU-FSU College of Engineering,30.428374766666664,-84.3011659,Justice Ene; Hoyong Chung; Dylan Barton; Cecilia Hansen
hamburg university of technology,4,Hamburg University of Technology,53.4610001,9.9692264,Bogdan Dorneanu; Louise Olsson; Parisa Shafiee; Vasileios Mappas
harvard medical school,4,harvard medical school,,,Sun Jin Moon; Jonathan Soucy; Anush Chiappino-Pepe; Neil Dalvie
karlsruhe institute of technology,4,Karlsruhe Institute of Technology,49.1018534,8.4331202,Patrick Lott; Philipp Rentschler; Olaf Deutschmann; Moritz Herfet
hope college,4,hope college,,,Elizabeth Cuneaz; Joseph Kuklewski; Laurel Wasiniak; Brian Tran
technical university of munich,3,Technical University of Munich,48.2654976,11.6692249,Michael Stadler; Valentin Krespach; Marc Xia
kwangwoon university,3,kwangwoon university,,,Hiesang Song; Hyungjun KIM; Gyeonggwan Jeon
new mexico tech,3,New Mexico Tech,34.0662339,-106.9110595,Xuan Pham; Jonathan Logan; Jiyue Wu
ku leuven,3,KU Leuven,50.8057128,3.2915374,Dominik Bongartz; Jonas Loncke; Nicolas Chanut
instituto politécnico nacional,3,instituto politécnico nacional,,,Diana L. Salas-Gallegos; Luis A. Galicia-Luna; Jeimy Judith Bautista Martinez
tecnológico de monterrey,3,Tecnológico de Monterrey,20.67737852,-105.22261644,Ilse María Hernández-Romero; Camila Velandia; Maijani Hall
the university of melbourne,3,The University of Melbourne,-37.7991808,144.9800356,Lequan Zeng; Raymond Dagastine; Eirini Goudeli
indian institute of science,3,Indian Institute of Science,13.0222347,77.5671832,Sanjeev Kumar; Anshaj Ronghe; K Ganapathy Ayappa
university college dublin,3,University College Dublin,53.32253315,-6.237669275,Sergio Carrillo De Hert; Entvin Mamo; Nethraa Kannan
hovione,3,hovione,,,Ines Rocha; Sarang Oka; Jose Luis Santos
aspen technology inc.,3,Aspen Technology Inc.,39.067515,-108.560123,Pratyush Agarwal; Salvador Perez-Uresti; Andrea P. Ortiz-Espinoza
soongsil university,3,soongsil university,,,Jun Hyoung Lee; Lee Jae-Cheol; Yun-Ho Ahn
texas aandm university at qatar,3,texas aandm university at qatar,,,Ahmed Abbas; Aysha Melhim; Elizabeth Abraham
the university of maine,3,The University of Maine,43.6854339,-70.2988834,Arya Ajeev; Behrokh Shams; Reyad Shawabkeh
university of nebraska - lincoln,3,university of nebraska - lincoln,,,Mark Kathol; Joydip Dey; Abaigeal Aydt
slb,3,slb,,,Ruhi Sultana; Daniel Miller; Kurt Schmidt
us environmental protection agency,3,us environmental protection agency,,,William Barrett; Ashley Butzlaff; Nathan Weber
universidad san francisco de quito,3,Universidad San Francisco de Quito,-0.1968612,-78.4359156,Lourdes Orejuela-Escobar; Emilia Moreno; Andrea C. Landázuri
hong kong university of science and technology,3,Hong Kong University of Science and Technology,22.8916128,113.4790189,Min HU; Haifan Zhou; Ching Ting Leung
chulalongkorn university,3,chulalongkorn university,13.7431114,100.5328752,Anuchit Wuttitrairat; Paisan Kittisupakorn; Nuttha Thongchul
university of texas at san antonio,3,university of texas at san antonio,,,Gabriel Garibaldi; Gongchen Sun; Erin McNeill
sanofi,3,Sanofi,47.4296449,0.6951806,Lingyun Liu; Abhishek Paul; Indu Muthancheri
the cooper union for the advancement of science and art,3,the cooper union for the advancement of science and art,,,Tausif Tamim; Nada Shetewi; Julius Yoh
university of salamanca,3,University of Salamanca,45.9455202,-66.6401861,Mariano Martin; Alberto Ruiz; Carlos Prieto
university of oxford,3,University of Oxford,51.752,-1.2577,Andrey Poletayev; James Kwan; Michail Stamatakis
kaust,3,KAUST,22.3223754,39.1173835,Elia Colleoni; Daniel Fontecha; Wojciech Ogieglo
the lubrizol corporation,3,the lubrizol corporation,,,Frank van Lier; Michael DeLetter; Nicolas Proust
university of bologna,3,University of Bologna,44.4982886,11.354457,Carla Maggetti; Sara Giancaterino; Cristiana Boi
sabic,3,Sabic,37.9068688,-87.9283382,Maria Soliman; Nicolas Goyheneix; Sreekanth Pannala
korea institute of industrial technology,3,Korea Institute of Industrial Technology,35.20173355,126.87721165,Heejun Kim; Jo Hong Kang; Hojun Song
university of ar,3,University of AR,36.0970389,-94.1703322,Mohammad Mahmoudi; Kamel Halouani; Ezzeldin Aly
aveva,3,Aveva,51.1031262,16.9450607,Bruna Giron; Jesse Williamson; Mike Donahue
applied circular engineering and simulation group   universidad san francisco de quito usfq,3,applied circular engineering and simulation group   universidad san francisco de quito usfq,,,Andrea Landazuri; Camily Rivadeneira; Andrea C. Landázuri
granutools,3,granutools,,,Aurelien Neveu; Marco Lupo; Filip Francqui
gti energy,3,gti energy,,,Weiwei Xu; Megan Herrera; Sarath Kannan
exxonmobil technology and engineering company,3,exxonmobil technology and engineering company,,,Mohammed Abutaqiya; Yu Wang; Harnoor Kaur
apc ltd,3,APC Ltd,16.8497417,96.0796153,Melba Simon; Niall Brady; Anita Umerska
lawrence berkeley national lab,3,lawrence berkeley national lab,,,Amro Dodin; Jaeyong Lee; Sumanjeet Kaur
national cheng kung university,3,National Cheng Kung University,22.999099,120.2162295,Wei Wu; Bing-Hung Chen; Sheng-Sheng Yu
university of tennessee  knoxville,3,university of tennessee  knoxville,,,Mi Li; S Michael Kilbey; Stina Daniel
beijing university of chemical technology,3,Beijing University of Chemical Technology,40.2525863,116.1437701,Wei Sun; Jingzhi Rao; Fangyuan Ma
korea institute of energy technology,3,Korea Institute of Energy Technology,35.0099961,126.8039044,Nam Gyu Lim; Hyeok Jin Kwon; Hoang Thai Bao Ngo
alma mater studiorum - university of bologna,3,alma mater studiorum - university of bologna,,,Matteo Minelli; Virginia Signorini; Marco Giacinti Baschetti
dow inc.,3,Dow Inc.,14.4495397,120.9957662,Hulusi Turgut; David Steelman; Yujun Liu
stellenbosch university,3,Stellenbosch University,-33.9326212,18.8650551,Cara Schwarz; Cara E. Schwarz; Jafaru Egieya
national taiwan university,3,National Taiwan University,25.05578835,121.54194385,Jeffrey Ward; Jeffrey Wu; Yu-I Lin
boehringer ingelheim pharmaceuticals inc,3,boehringer ingelheim pharmaceuticals inc,,,Tao Zhang; Vidhyadhar Manee; Shuoxun Wang
nagoya university,3,Nagoya University,35.1533086,136.9677806,Mostafa Elshafie; Akihide Wakita; Tao Zou
aiche,3,AIChE,47.6756422,8.2617198,Joseph Cramer; Jeffrey Horowitz; Heather Yuengling
exxonmobil,3,ExxonMobil,51.2480381,4.3478222,Prasanna V. Joshi; Hector Ayala; Kirti Richa
university of chemistry and technology in prague,3,University of Chemistry and Technology in Prague,50.102222,14.39063,Pavel Krýsa; Viola Tokarova; Ondrej Kaspar
takeda pharmaceuticals,3,takeda pharmaceuticals,,,Chris Lowe; Braden Chiulli; Jay Gandhi
university of miami,3,University of Miami,25.7172724,-80.2787069,Ruthradharshini Murugavel; Jimmy Moreno; Abdullah Al Moinee
university of limerick,3,University of Limerick,52.67356865,-8.56909645,Harry Van den Akker; Negin Ammari; Vivek V. Ranade
villanova university,3,Villanova University,40.0367774,-75.3420233,Christopher Kitchens; Robert Hanes; Zuyi Huang
totalenergies,3,TotalEnergies,0.3854609,9.4447602,Sohaib Mohammed; Frederick de Meyer; Daniel Curulla Ferre
surface measurement systems,3,surface measurement systems,,,Connor Hewson; Sean McIntyre; Lisa Mingzhe Sun
vrije universiteit brussel,3,vrije universiteit brussel,,,Ravi Sharma; Mahsa Najafi Lahiji; Joeri Denayer
nanjing normal university,3,Nanjing Normal University,32.0550562,118.7621005,Zijia Li; He Huang; Fei Du
city college of new york,3,city college of new york,,,Lane Gilchrist; Blerina Sehitaj; Binh Nguyen
dow chemical company,3,Dow Chemical Company,54.5856558,-1.23670675,Dinesh Kumar; Shashank Kamdar; Saket Sanjay Bhargava
california state university long beach,2,California State University Long Beach,33.795004199999994,-118.12481125,Yu Yang; Chengyan Ye
the university of utah,2,The University of Utah,41.0956278,-111.9941083,Matthew Williams; Srabani Karmakar
tu graz,2,tu graz,,,Lukas Maier; Michael Mitterlindner
university of chemical technology and metallurgy,2,university of chemical technology and metallurgy,,,Dimitar Peshev; Nevena Lazarova-Zdravkova
tianjin university,2,Tianjin University,39.1072533,117.1778919,Xiaohua Ma; Michael Guiver
"california state polytechnic university, pomona",2,"California State Polytechnic University, Pomona",34.0556686,-117.8239282,Mingheng Li; Zachary Shin
"university of california, merced",2,"University of California, Merced",37.365182,-120.4225275,Bin Liu; Anand B. Subramaniam
chang gung university,2,Chang Gung University,25.03767115,121.40532285,Tesfalem Atsbha; Si-Han Peng
the cooper union,2,the cooper union,,,Jared Sealy; Isha Dave
gilead sciences,2,Gilead Sciences,48.85183275,2.2433118,Elizabeth Horstman; Apoorva Nisal
exhalix  llc,2,exhalix  llc,,,Bill J. Brooks; Debra M. Friedrichsen
german aerospace center,2,German Aerospace Center,50.8532848,7.124659,Martin Roeb; Holger Huck
university of san diego,2,university of san diego,,,Rae Robertson-Anderson; Katarina Matic
sartorius stedim north america inc,2,sartorius stedim north america inc,,,Yuji Takeda; Samin Akbari
barpimo s.a.,2,Barpimo S.A.,42.9108971,-8.5254274,Helen Zha; Surya Karla
genentech,2,Genentech,38.3901767,-121.9482113,Lucilla Coelho de Almeida; Edward Yost
tsinghua university  p r china,2,tsinghua university  p r china,,,Shuairen Qian; Ruiqi Du
fuzhou university,2,Fuzhou University,26.0614068,119.1933416,Li-Hai Fan; Qiang Guo
university of central florida,2,University of Central Florida,28.599591,-81.1971284,Shaohua Xie; Yifan Wang
posco holdings,2,posco holdings,,,Younghun Kim; Gihun Kwon
university of north carolina at chapel hill,2,University of North Carolina at Chapel Hill,35.9050353,-79.0477533,Erina Baynojir Joyee; Matthew Ryen Lockett
recibiopharm,2,recibiopharm,,,Busuyi Adebayo; Marianna Sofman
porton usa,2,porton usa,,,Jian Wang; Yuriy Abramov
california state university-bakersfield,2,California State University-Bakersfield,35.3493892,-119.1033969,Zhongzhe Liu; Liaosha Song
tonkomo llc,2,tonkomo llc,,,Anna Lee Tonkovich; Eric Daymo
university of illinois urbana champaign,2,university of illinois urbana champaign,,,Anaira Roman Santiago; Antonia Statt
university of innsbruck,2,University of Innsbruck,47.2633159,11.3844733,Christian Wachsmann; Julia Amplatz
university of iowa aiche student chapter,2,university of iowa aiche student chapter,,,Riley Coulter; Anna Blobaum
dsm-firmenich,2,DSM-Firmenich,46.1772613,6.0064557,Taliehsadat Alebrahim; Novin Mehrabi
university of liege,2,University of Liege,50.6368602,5.5624252,Geoffroy Lumay; Benoit Heinrichs
university of new haven,2,University of New Haven,41.27402215,-72.9761542,Dequan Xiao; Huan Gu
university of nebraska lincoln,2,university of nebraska lincoln,,,Edward Stone; Simon Johnson
national science foundation,2,National Science Foundation,6.9049547,79.8701128,Steven Peretti; Jeanne VanBriesen
chiba institute of technology,2,Chiba Institute of Technology,35.6888667,140.0211756,Kazuhiko Nishi; Yoshimitsu Uemura
university of naples federico ii,2,university of naples federico ii,,,Maria Portarapillo; Danilo Russo
mathworks,2,Mathworks,42.3000136,-71.350891,Aycan Hacioglu; Hossein Jooya
university of mississippi medical center,2,University of Mississippi Medical Center,32.3309299,-90.1723002,Chipo Chapusha; Sheetal Chowdhury
famu-fsu college of engineering  florida state university,2,famu-fsu college of engineering  florida state university,,,Xingchi Chen; Sailesti Joshi
u s  dept  of energy,2,u s  dept  of energy,,,Steven Rowan; Jared Ciferno
sapienza university of rome,2,sapienza university of rome,,,Valentina Biagioni; Maria Anna Murmura
university of alabama in huntsville,2,University of Alabama in Huntsville,34.70024513333333,-86.65110853333334,Agnieszka Truszkowska; David Harris
fda,2,FDA,6.0819016,-8.1441751,Kanny Wan; Huiquan Wu
dr  vishwanath karad mit world peace university,2,dr  vishwanath karad mit world peace university,,,Shravani Gajendragad; Vivek Chakraborty
university of maribor,2,University of Maribor,46.5592325,15.6432937,Jan Puhar; Annamaria Vujanović
mars  inc,2,mars  inc,,,Allison Lin; Harold Schmitz
brookhaven national laboratory,2,Brookhaven National Laboratory,40.87930865,-72.85765635,Yong Yuan; Mueed Ahmad
boise state university,2,Boise State University,43.6032821,-116.19941,Eric Jankowski; Chris Jones
the university of oklahoma,2,The University of Oklahoma,35.47989685,-97.49737655,Gabriel Barbosa; Eduarda Barros de Oliveira
boston university,2,boston university,,,Robert A. Brown; Erica Pratt
brewer science  inc,2,brewer science  inc,,,Walter Barnes; Zhiqiang Fan
rochester institute of technology,2,rochester institute of technology,,,Obioma Uche; Poornima Padmanabhan
the university of southern mississippi,2,The University of Southern Mississippi,30.3528503,-89.1377831,Anthony Griffin; Paul Smith
mork family department of chemical engineering and materials science  university of southern california,2,mork family department of chemical engineering and materials science  university of southern california,,,Mohammad Bazmi; Farnaz Tabarkhoon
baylor university,2,Baylor University,31.550434,-97.1102906,Min Pack; Riley Choquette
research center pharmaceutical engineering gmbh,2,research center pharmaceutical engineering gmbh,,,Andreas Kottlan; Nick Morse
university of guelph,2,University of Guelph,43.5327864,-80.2249974,Manjusri Misra; Amar K. Mohanty
university of maryland baltimore county,2,university of maryland baltimore county,,,Luis Carlos Pinzon-Herrera; Pavankumar Umashankar
hovione farmaciência s a,2,hovione farmaciência s a,,,Ines Rocha; Maria Paisana
yokohama national university,2,Yokohama National University,35.4737978,139.5900454,Mehak Jain; Takemi Shinkai
yonsei university,2,yonsei university,,,Yongmin Lee; Byungchan Han
department of chemical and biomolecular engineering  lehigh university,2,department of chemical and biomolecular engineering  lehigh university,,,Zeyuan Sun; Haoze Ren
université de sherbrooke,2,Université de Sherbrooke,45.374731,-71.9303566,Esma Ines Achouri; Nicolas Abatzoglou
suny esf,2,suny esf,,,Shijie Liu; Antonio Franco Aguado
suny college of environmental science and forestry,2,suny college of environmental science and forestry,,,Md Shahadat Hossain; Dwyer Stuart
hongik university,2,Hongik University,37.56100883333333,126.98620790666668,Gebremedhn Gebremichael; Donghyeon Lee
texas aandm international university,2,Texas A&M International University,27.5722485,-99.4325843,Heriberto Garcia; Khoa Tran
eaton corporation,2,Eaton Corporation,42.83977,-93.6037789,Monoj Ghosh; Rob Nunley
utah state university,2,Utah State University,41.7526959,-111.808733,Foster Agblevor; Hamza Abdellaoui
heriot-watt university,2,Heriot-Watt University,55.93115233333333,-3.2497418,Peter Cummings; Ahmed Salem
hebei university of science and technology,2,Hebei University of Science and Technology,37.9774255,114.5156097,Ahsan ul haq Qurashi; Abdallah S. Berrouk
3p instruments,2,3P Instruments,32.9301854,-96.7519165,Joe Domingue; Sebastian Ehrling
illinois state geological survey,2,illinois state geological survey,,,Carl Carman; Kendall Taft
universidad nacional autónoma de méxico,2,universidad nacional autónoma de méxico,,,Norma A. Valdez-Cruz; Mauricio A. Trujillo-Roldán
3m company,2,3M Company,41.3079575,-96.3382383,Hyunki Kim; Neeraj Borker
southern illinois university edwardsville,2,Southern Illinois University Edwardsville,38.7941616,-90.0002789,Seyi Akoko; Abdullahi Adeto Inaolaji
univ of alabama birmingham,2,UNIV OF ALABAMA BIRMINGHAM,33.5016153,-86.8060476,Robert Peters
northumbria university,2,Northumbria University,54.979120575,-1.610900125,Ben Xu; Qiumei Jing
widener university,2,Widener University,39.8606395,-75.3565932,Dipendu Saha; Annie Miloser
dartmouth college,2,Dartmouth College,43.69147315,-72.2763655,Yunjia Zhang; Wenlin Zhang
american university of the middle east,2,American University of the Middle East,29.1640713,48.099383,Eldhose Iype; Ozgen Yalcin
waseda university,2,waseda university,,,Masahiko Matsukata; Motomu Sakai
old dominion university,2,Old Dominion University,36.8862699,-76.3097248,Isamu Umeda; Sandeep Kumar
srm institute of science and technology,2,SRM Institute of Science and Technology,12.8234361,80.0450412,Sam David Swaminathan; Jiwoo Lee
duke university,2,Duke University,36.0001557,-78.9442297,Dongheon Lee; Emma Chory
united cleanup oak ridge llc,2,united cleanup oak ridge llc,,,Brad Russell; Ethan Garland
takeda pharmaceutical company limited,2,takeda pharmaceutical company limited,,,Michael Skoumal; Zoe Horton
air force research laboratory,2,air force research laboratory,,,Arthur Sloan; Anesia Auguste
air products,2,Air Products,51.1543176,3.7897645,Roger D. Whitley; Gaurab Samanta
takeda development center americas  inc,2,takeda development center americas  inc,,,Guanghui Zhu; Neda Nazemifard
iit kharagpur,2,IIT Kharagpur,22.3144275,87.310392,Rahul Kumar; Narendra Singh Choudhary
dupont,2,DuPont,47.0990689,-122.637546,Scott Collick; Senyo Opong
syracuse university,2,syracuse university,,,Nora Prosak; Jesse Bond
universiti teknologi malaysia utm,2,Universiti Teknologi Malaysia (UTM),1.5585223,103.6399138,Vasantha Nayagam; Hesham El Enshasy
