mapped,count,label,latitude,longitude,top_authors
not found,233,not found,,,Not found
research center pharmaceutical engineering gmbh,4,research center pharmaceutical engineering gmbh,,,Andreas Kottlan; Nick Morse; Stephan Sacher; Lisa Kuchler; Atabak Azimi
vrije universiteit brussel,4,vrije universiteit brussel,,,Joeri Denayer; Ravi Sharma; Matthias Schoukens; Tom Van Assche; Zhouheng Zhou
south dakota school of mines andtechnology,4,south dakota school of mines andtechnology,,,Rajesh Shende
boston university,4,boston university,,,Robert A. Brown; Han Zang; Ahmad S. Khalil; Christopher S. Chen; Erica Pratt
centro de investigação de montanha   instituto politécnico de bragança  campus de santa apolónia  5300-253,4,centro de investigação de montanha   instituto politécnico de bragança  campus de santa apolónia  5300-253,,,José A. C. Silva; Lucas Zafanelli; Ezzeldin Aly; Adriano Henrique
mork family department of chemical engineering and materials science  university of southern california,4,mork family department of chemical engineering and materials science  university of southern california,,,Mohammad Bazmi; Farnaz Tabarkhoon; Nicholas Welchert; Hamid Bakhshizarinabadi
merck,4,Merck,36.935832,140.8428371,Hong Wei; Sanjaykumar Patel; Jasmine Rowe; Jacky Chen
eaton corporation,4,Eaton Corporation,42.83977,-93.6037789,Monoj Ghosh; Heng Dai; James Strohm; Rob Nunley; Mike Burgess
3m company,4,3M Company,41.3079575,-96.3382383,Hyunki Kim; Neeraj Borker; Ilyess Hadj Romdhane; Cory Sauer; Thomas Herdtle
universidad de guanajuato,4,Universidad de Guanajuato,28.6984944,-106.1339119,Juan Gabriel Segovia; Jesus Manuel Nuñez Lopez; Eduardo Sánchez-Ramírez; Maricruz Juárez-García; Carlos Rodrigo Caceres Barrera
procter and gamble,4,Procter and Gamble,53.5273241,-2.7604531,Rakesh Gummalla; Ashlesha Tiple; Kara Johnson; Xueying Ko; Prakash Madhav
tohoku university,4,Tohoku University,38.2581115,140.8360434,Anqing Wang; Ruixuan Ying; Hajime Ohno; Yasuhiro Fukushima; Keishi Suga
kyushu university,4,Kyushu University,33.6707768,130.4444986,Masahiro Goto; Yuma Morimitsu; MD Amirul Islam; Bidyut Baran Saha
young professionals committee,4,young professionals committee,,,Carmen Daoud
korea institute of energy technology,4,Korea Institute of Energy Technology,35.0099961,126.8039044,Hyo Won Kim; Nam Gyu Lim; Hyeok Jin Kwon; Hoang Thai Bao Ngo; Yu Jin Jo
sartorius,4,sartorius,,,Behnam Partopour; Abhinav Hazarika; Taehong Kwon; Ann-Cathrin Leroux; Christoph Zehe
beijing university of chemical technology,4,Beijing University of Chemical Technology,40.2525863,116.1437701,Wei Sun; Cheng Ji; Fangyuan Ma; Jingzhi Rao; Jingde Wang
tu delft,4,TU Delft,52.016043475,4.358393925,Tom Burdyny; Michiel Wapperom; Gabriel Meesters
university of leeds,4,University of Leeds,53.8057925,-1.555111,Benjamin Lobel; Olivier J. Cayre; Andrew Bayly; Tushae Srivastava
university of erlangen-nuremberg,4,university of erlangen-nuremberg,,,Wolfgang Peukert; Peter Wasserscheid
university of the witwatersrand,4,University of the Witwatersrand,-26.1888766,28.0247912,Neil Stacey; Peter Stacey; Mulenga Bwalya; Andrew Thatcher; Tracy-Lynn Field
stockholm university,4,Stockholm University,59.3398917,18.03275263333333,Taimin Yang; Xiaodong Zou; Maja-Stina Svanberg Frisinger; Muhammad Naeem Iqbal; Latif Ullah
new mexico institute of mining and technology,4,new mexico institute of mining and technology,,,Sanchari Chowdhury; Youngmin Lee; Naomi Helsel; Hirithya Sharad Jeyashangararaj; Pabitra Choudhury
eindhoven university of technology,4,Eindhoven University of Technology,51.4486602,5.4903996,Simanta Lakhar; Miao Zhang; Maxime Van der Heijden; Gabor Szendrei; Victor de Haas
ansys inc,4,ansys inc,,,Marc Horner; Sravan Nallamothu; Prashanth Ethirajulu; Lucas B. Baggio; Joao A. Aguirre Oliveira
artie mcferrin department of chemical engineering  texas aandm university,4,artie mcferrin department of chemical engineering  texas aandm university,,,Ifeoluwa Babalola; Swaminathan Sundar; Ty Leonard
suncat center for interface science and catalysis  department of chemical engineering  stanford university,4,suncat center for interface science and catalysis  department of chemical engineering  stanford university,,,Pooja Basera
mstar cfd,4,mstar cfd,,,Eric E. Janz
university of ar,4,University of AR,36.0970389,-94.1703322,Robert Beitle; Mohammad Mahmoudi; Lei Guo; Kamel Halouani; Ezzeldin Aly
siemens,4,Siemens,45.7918775,24.0933759,Ravindra Aglave; Arman Raoufi; Christoph Kiener; Justin Hodges; Xin Li
worldwide research and development  pfizer healthcare india pvt ltd,4,worldwide research and development  pfizer healthcare india pvt ltd,,,Mandakini Padhi; Senthil Kumarasamy
iit hyderabad,4,IIT Hyderabad,17.589982833333334,78.1218824,Pallavi Dandekar; Sunil Kumar Maity
university of maryland baltimore,4,university of maryland baltimore,,,Yiling Nan; Alexander D. MacKerell
nanoparticle systems engineering laboratory,4,nanoparticle systems engineering laboratory,,,Robert Nißler
eli lilly,4,Eli Lilly,39.7735152,-85.7971257,Michael Frederick; Ankur Jalan
old dominion university,4,Old Dominion University,36.8862699,-76.3097248,Sandeep Kumar; Isamu Umeda
imperial college london  south kensington,4,imperial college london  south kensington,,,Daryl R. Williams; Eleni Chatzilakou; Yubing Hu; Othman Al Musaimi; Lucia Lombardi
dow inc.,4,Dow Inc.,14.4495397,120.9957662,Adam Kelloway; Kyle Harshbarger; Hulusi Turgut; Kelly Krzysik; Bryan Kenyon
hovione,4,hovione,,,Ines Rocha; Anthony Tantuccio; Sarang Oka; Jose Luis Santos
florida atlantic university,4,Florida Atlantic University,26.1194037,-80.1416919,Amirjavad Ahmadian Hosseini; Laura Rojas; Masoud Jahandar Lashaki; Brandyn Nutter; Steven Soini
university of tennessee-knoxville,4,university of tennessee-knoxville,,,Xianzhi Meng; Yunxuan Wang; Shuai Li
school for engineering of matter  transport  and energy  arizona state university,4,school for engineering of matter  transport  and energy  arizona state university,,,Jordan Monroe
heriot-watt university,4,Heriot-Watt University,55.93115233333333,-3.2497418,Peter Cummings; Arun Srikanth; Clare McCabe; Ahmed Salem; Ellie Bales
north carolina agricultural and technical state university,4,North Carolina Agricultural & Technical State University,36.071873825,-79.773697625,Aleksandrs Prokofjevs; Yeoheung Yun; Shashwata Chakraborty; Jonathan Appiah
apc ltd,4,APC Ltd,16.8497417,96.0796153,Melba Simon; Anita Umerska; Brian Glennon; Eóin Bourke; Dawn Kelly
university of queensland,4,University of Queensland,-27.5087934,153.02560985,Byron Villacorta; Julie Wixey; Kirat Chand; Carolyn Curley; Eleenah Sanders
pohang university of science and technology,4,Pohang University of Science and Technology,36.0180795,129.3208556,Youn-Bae Kang; Sujin Kim; ByeongJo Shim; ChangWon Yoon; Rong An
university of maryland baltimore county,4,university of maryland baltimore county,,,Luis Carlos Pinzon-Herrera; Luis C. Pinzon-Herrera; Jorge Almodovar; Pavankumar Umashankar
hope college,4,hope college,,,Jeffrey Christians; Elizabeth Cuneaz; Michael Misovich; Joseph Kuklewski; Laurel Wasiniak
kaust,4,KAUST,22.3223754,39.1173835,Chiara Canciani; Elia Colleoni; Paolo Guida; William Roberts; Aiping Chen
university of central florida,4,University of Central Florida,28.599591,-81.1971284,Shaohua Xie; Like Li; Yifan Wang; James Fenton; Kailong Ye
instituto politécnico nacional,4,instituto politécnico nacional,,,Alfredo Pimentel Rodas; Angel M. Notario-López; Luis A. Galicia-Luna; Diana L. Salas-Gallegos; Rubén P. Mendo-Sánchez
university of mississippi medical center,4,University of Mississippi Medical Center,32.3309299,-90.1723002,Chipo Chapusha; Sheetal Chowdhury; Amol Janorkar; Nicholas McGowan; Jamari Osborne
stanford synchrotron radiation lightsource  slac national accelerator laboratory,4,stanford synchrotron radiation lightsource  slac national accelerator laboratory,,,Kevin Stone; Jorge Perez-Aguilar
slb,4,slb,,,Ruhi Sultana; Daniel Miller; Kurt Schmidt; Shu Pan; Joe Costandy
shell international exploration and production  inc,4,shell international exploration and production  inc,,,Ram Ratnakar; Oyinkansola Romiluyi; Reza Mirshekari; Yoon Jun Son
universidad de los andes,4,universidad de los andes,,,David E. Herrick; Johan Leon; Camilo Ayala; Alejandro Marañon; Oscar Alvarez
memorial university,4,Memorial University,47.5732831,-52.7351911,John Bacsa; Bahram Ghorbani; Sohrab Zendehboudi; Sophia Sakers; Elisa Schrader Echeverri
sunthetics,4,sunthetics,,,Daniela Blanco; Ethan Tenison
tecnológico de monterrey,4,Tecnológico de Monterrey,20.67737852,-105.22261644,Ilse María Hernández-Romero; Lucy T. González; Antonio Flores-Tlacuahuac; Pabel Cervantes-Avilés; Camila Velandia
south china university of technology,4,South China University of Technology,23.160342,113.3372426,Ruiqi Fang; Xin Zhao; Jufang Wang; Yang Li; Xiaolong Guo
famu-fsu college of engineering  florida state university,4,famu-fsu college of engineering  florida state university,,,Yan Li; Tristan Driscoll; Xingchi Chen; Sailesti Joshi; Yuan Liu
umbc,4,umbc,,,Jorge Almodovar
polytechnic university of puerto rico,4,polytechnic university of puerto rico,,,Harry Carrion; Dorielis Rodriguez-Suarez; Yariana N. Bengochea Bonilla; Jeziel Rodriguez Vega; Elba Herrera
worldwide research and development  pfizer products india pvt ltd,4,worldwide research and development  pfizer products india pvt ltd,,,Pankaj Doshi
dow chemical,4,Dow Chemical,43.3183808,-2.9796248,Kaoru Aou; Danny Shade; Xiaoyun Chen; Rainer Freudenberger; Kalyn Froeschle
vertex pharmaceuticals,4,vertex pharmaceuticals,,,Qinglin Su; Carla Luciani; Yaser Bozorgi; Subhash Thakur; Jeffrey Wang
soongsil university,4,soongsil university,,,Yun-Ho Ahn; Jun Hyoung Lee; Geumbi Han; Lee Jae-Cheol; Min-Kyung Kim
technical university of darmstadt,4,technical university of darmstadt,,,Alfons Drochner; Danny Stark; Timothy Nowak; Stefanie Frick; Andreas Klein
siemens industry software inc,4,siemens industry software inc,,,Alejandro Cano; Shashank Maindarkar; In-Seon Kim
canakkale onsekiz mart univ,4,Canakkale Onsekiz Mart Univ,40.1120066,26.4214648,Nurettin Sahiner; Mehtap Sahiner; Selin S. Sagbas; Sahin Demirci; Selin Sagbas
university of texas at san antonio,4,university of texas at san antonio,,,Gongchen Sun; Shrihari Sankarasubramanian; Gabriel Garibaldi; Miguel Garibaldi; Erin McNeill
tennessee technological university,4,tennessee technological university,,,Shafieh Karami; Pedro Arce; Laura H. Arias Chavez; Bahman Ghorashi
tennessee tech university,4,Tennessee Tech University,36.1748736,-85.5089051,Mohammad J Seyed Sabour; Sahera Abumariam; Phuong Tran; Andrea Arce-Trigatti
technical university of munich,4,Technical University of Munich,48.2654976,11.6692249,Harald Klein; Sebastian Rehfeldt; Michael Stadler; Valentin Krespach; Nicolas Blum
baylor university,4,Baylor University,31.550434,-97.1102906,Huy Tran; Min Pack; Pooria Pirdavari; Harrison Hall; Aaron Wright
air products,4,Air Products,51.1543176,3.7897645,Roger D. Whitley; VIshrut Garg; Gaurab Samanta
aspen technology inc.,4,Aspen Technology Inc.,39.067515,-108.560123,Dimitrios K. Varvarezos; Pratyush Agarwal; Zhen Hou; Lili Yu; Lingxiang Li
alice - associate laboratory in chemical engineering  faculty of engineering  university of porto,4,alice - associate laboratory in chemical engineering  faculty of engineering  university of porto,,,Alexandre Ferreira; Vítor J.P. Vilar; Paulo Carmo
ningbo tech university,3,ningbo tech university,,,Congjing Ren
takeda pharmaceuticals,3,takeda pharmaceuticals,,,Braden Chiulli; Chris Lowe; Gioia Tuozzolo; Benjamin Bayer; Leo Karmiy
university of maribor,3,University of Maribor,46.5592325,15.6432937,Annamaria Vujanović; Jan Puhar; Matija Zaloznik; Blaz Kamenik; Matjaz Hribersek
department of chemical engineering  college of engineering  king khalid university  abha 61411  saudi arabia,3,department of chemical engineering  college of engineering  king khalid university  abha 61411  saudi arabia,,,Basem Al Alwan; Khursheed B. Ansari; Atef El Jery; Rahaf Alharbi
indian oil corporation ltd  randd centre,3,indian oil corporation ltd  randd centre,,,Samik Hait
siddaganga institute of technology,3,Siddaganga Institute of Technology,13.3285139,77.1265772,Kang Zhou; Sudhir Ranganath
lisn cnrs,3,lisn cnrs,,,Jalel Chergui; Damir Juric
university of oregon,3,University of Oregon,44.0444197,-123.0717603,Danielle Benoit; Paul Kempler
saudi aramco oil company,3,saudi aramco oil company,,,Mohammed Alkhunaizi; Qi Xu; Mohammad Alabdullah; Robert Hodgkins; Taib Abang
salvador garcia munoz eli lilly and company,3,salvador garcia munoz eli lilly and company,,,Salvador García-Muñoz
dsm-firmenich,3,DSM-Firmenich,46.1772613,6.0064557,Taliehsadat Alebrahim; Novin Mehrabi; Mark Nejako
basf,3,BASF,51.3623782,4.2771851,Christian Holtze; Lukas Metzger; Carlos L. Pueyo; Jianping Chen; Roel Sanchez-Carrera
university of chemistry and technology in prague,3,University of Chemistry and Technology in Prague,50.102222,14.39063,Viola Tokarova; Lucie Maskova; Ondrej Kaspar; Pavel Krýsa; Miroslav Soos
altair engineering,3,Altair Engineering,42.562319,-83.1116915,Stefan Pantaleev
the cooper union for the advancement of science and art,3,the cooper union for the advancement of science and art,,,Radmila Janjusevic; Tausif Tamim; Abhishek Sharma; Nada Shetewi; Amanda Simson
sintef industry,3,sintef industry,,,Luca Ansaloni; Thijs Peters; Ben Alcock; Shreenath Krishnamurthy; Schalk Cloete
dupont,3,DuPont,47.0990689,-122.637546,Scott Collick; Senyo Opong; Steven F. Krakowski
paul scherrer institute,3,Paul Scherrer Institute,47.5358954,8.222218,Nina Genz; Maarten Nachtegaal; Man Guo; Jeroen A. van Bokhoven; Luca Artiglia
aristosys  llc  contractor to national energy technology laboratory,3,aristosys  llc  contractor to national energy technology laboratory,,,Michael S. Matuszewski
german aerospace center,3,German Aerospace Center,50.8532848,7.124659,Martin Roeb; Patrick C. Le Clercq; Holger Huck
dr  vishwanath karad mit world peace university,3,dr  vishwanath karad mit world peace university,,,Sagar Kanekar; Anand Kulkarni; Shravani Gajendragad; Shruti Dhawade; Suraj Mali
institute for chemical technology and polymer chemistry  karlsruhe institute of technology,3,institute for chemical technology and polymer chemistry  karlsruhe institute of technology,,,Daniel Hodonj
ulsan national institute of science and technology,3,ulsan national institute of science and technology,,,Dongrak Oh; Jinyoung Lee; Ji-Wook Jang; Changgwon Choe; Hankwon Lim
basf se,3,BASF SE,49.5004949,8.4989269,Lars Matthes; Nadine Kaiser; Rupert Konradi; Bernhard von Vacano; Matthias Schmalzbauer
u s  army,3,u s  army,,,Trenton Tovar
guangdong technion israel institute of technology,3,Guangdong Technion Israel Institute of Technology,23.4125696,116.636155,Peng Xu; Hanqing Zhang; Dewei Lin; Dian Li; Yiting Xiao
suny   buffalo,3,suny   buffalo,,,Amit Goyal
department of chemical and biomolecular engineering  lehigh university,3,department of chemical and biomolecular engineering  lehigh university,,,Zeyuan Sun; Haoze Ren; Han Li; Meng Wang
polish academy of sciences,3,polish academy of sciences,,,Karol Makuch; Robert Hołyst; Anna Maciołek; Paweł Żuk; Konrad Giżyński
kyungpook national university,3,Kyungpook National University,35.8905697,128.6108553,Hyungseok Nam; Jin Hyeok Woo; Jae Chang Kim; Soo Chool Lee; Young Min Yoon
faculty of new sciences and technologies  university of tehran,3,faculty of new sciences and technologies  university of tehran,,,Leila Fereidooni; Alibakhsh Kasaeian
department of chemical engineering  texas aandm university at qatar p  o  box 23874,3,department of chemical engineering  texas aandm university at qatar p  o  box 23874,,,Konstantinos E. Kakosimos
university of science and technology,3,University of Science and Technology,15.3705392,44.1750664,Yong Tae Kim; Kang-Seok Go; Chuanling Si
engineering and process science  core randd  the dow chemical company,3,engineering and process science  core randd  the dow chemical company,,,Jorg Theuerkauf; Yuan Yao; Pedram Pakseresht; Yi Fan
pnnl,3,pnnl,,,Peng Zuo; Busra Dereli; Andrew Carney; Sandra Fiskum
canmetenergy,3,canmetenergy,,,Rafal Gieleciak; Tingyong Xing; Mohamed Ali; Jinwen Chen; Najmeh Ahledel
center for structural molecular biology  oak ridge national laboratory,3,center for structural molecular biology  oak ridge national laboratory,,,Sai Venkatesh Pingali; Hugh O'Neill
suny esf,3,suny esf,,,Shijie Liu; Timothy Morin; Antonio Franco Aguado
mission possible partnership,3,mission possible partnership,,,Gayle Gibson
national energy technology laboratory  u s  department of energy,3,national energy technology laboratory  u s  department of energy,,,Stephen Zitney; Ranjani V. Siriwardane
hovione farmaciência s a,3,hovione farmaciência s a,,,Ines Rocha; Catarina Chendo; Maria Paisana; Pedro Jorge
oak ridge national lab - oak ridge  tn,3,oak ridge national lab - oak ridge  tn,,,Aye Meyer; Jiho Seo
ucl,3,ucl,,,Richard Porter; Lazaros G. Papageorgiou; Peyman Z. Moghadam
texas aandm international university,3,Texas A&M International University,27.5722485,-99.4325843,Heriberto Garcia; Mohammad Davachi; Carlo Alberto Velazquez; Linh Doan; Khoa Tran
university of north carolina at chapel hill,3,University of North Carolina at Chapel Hill,35.9050353,-79.0477533,Erina Baynojir Joyee; Anasheh Khecho; Jillian Perry; Shaomin M Tian; Matthew Ryen Lockett
university of pau,3,University of Pau,43.3146145,-0.3653306,Dan Vladimir Nichita; Juan Heringer
california inst of technology,3,california inst of technology,,,John Brady
advanced energy materials,3,advanced energy materials,,,Praveen Meduri
university of science and technology of china,3,University of Science and Technology of China,31.8234166,117.2758194,Ke Ye; Jun Jiang; Fenghui Lin; Jiaxing Song; Nansheng Liu
rkgmixes llc,3,rkgmixes llc,,,Richard Grenville
chiba institute of technology,3,Chiba Institute of Technology,35.6888667,140.0211756,Kazuhiko Nishi; Takuma Kato; Yoshimitsu Uemura
vishwamitra research institute,3,vishwamitra research institute,,,Urmila Diwekar
universidad nacional autónoma de méxico,3,universidad nacional autónoma de méxico,,,Mauricio A. Trujillo-Roldán; Norma A. Valdez-Cruz; XImena Gomez-Gil; Sara Restrepo-Pineda; Rafael Vazquez-Duhalt
3p instruments,3,3P Instruments,32.9301854,-96.7519165,Sebastian Ehrling; Joe Domingue
iit kharagpur,3,IIT Kharagpur,22.3144275,87.310392,Koustuv Ray; Narayan Pradhan; Rahul Kumar; Parna Pramanik; Narendra Singh Choudhary
washington university school of medicine,3,Washington University School of Medicine,47.6614466,-117.397547,Brenda J. Smith; Yameng Xu; Chet W. Hammill; Ryan Relich
university of new haven,3,University of New Haven,41.27402215,-72.9761542,Dequan Xiao; Sarah Kispert; Madison Liguori; Cody Velikaneye; Chong Qiu
bogazici university,3,Bogazici University,41.0832733,29.0505009,Betul Uralcan
material flow solutions  inc,3,material flow solutions  inc,,,Kerry Johanson
ansys,3,ansys,,,Hossam Metwally; Luke Munholand; Rahul Bharadwaj
texas aandm energy institute  texas aandm university,3,texas aandm energy institute  texas aandm university,,,Funda Iseri; Betsie Sara Monserrat Montaño Flores
south dakota state university,3,South Dakota State University,44.344449,-96.7982371,Zhengrong Gu; Fuzhou Chen; Jiahui Yuan; Linjuan Wang
korea institute of science and technology  korea university,3,korea institute of science and technology  korea university,,,Sang Soo Han; Hyuk Jun Yoo; Nayeon Kim; Heeseung Lee; Leslie C. O. Tiong
western michigan university,3,Western Michigan University,42.2832928,-85.6102611,Noor Alomari; Mert Atilhan
washington river protection solutions,3,washington river protection solutions,,,Matt Landon; Kevin D. Miller; Chandra Lindberg; Margarat Bowman; Kenneth J Way
m-star simulations,3,m-star simulations,,,John Thomas; Brian DeVincentis
university of nebraska,3,University of Nebraska,40.83132621428571,-96.68771961428573,Rebecca Cahoon; Edgar Cahoon; Ravi Saraf; Hunter Flodman
university of hawaii,3,University of Hawaii,21.3320662,-157.9218882,Garrett Roell; Zhenlin Han; Jessica Maruwan; Yu Wang; Zhi-Yan Du
university of chemical technology and metallurgy,3,university of chemical technology and metallurgy,,,Dimitar Peshev; Yoana Stoyanova; Nevena Lazarova-Zdravkova
pfizer canada,3,Pfizer Canada,45.4487982,-73.8646156,Jean-Sebastian Simard; Jean-Sebastien Simard
northern arizona university,3,northern arizona university,,,Jennifer Wade; Adam Sjolund; Thomas Sasser; Olivia Andrea Wrenn; Stephano Sinyangwe
durban university of technology south africa,3,Durban University of Technology South Africa,-29.6458441,30.3501321,Riona Indhur; Faizal Bux; Sheena Kumari; Stephen Akpasi
mayo clinic,3,Mayo Clinic,-26.1505617,27.9197318,Takahisa Kanekiyo; Jamie Ganem; Maeve Kennedy; David Lott; Kianoush Kashani
university of amsterdam,3,University of Amsterdam,52.3681334,4.8898042,David Dubbeldam
air force research laboratory,3,air force research laboratory,,,Arthur Sloan; Benji Maruyama; Anesia Auguste; Rhett L. Martineau; Maneesh K. Gupta
unam,3,unam,,,Oscar Gonzalez; Alan Jimenez; Marco A. Ramírez Argáez
postech,3,postech,,,Youngbi Kim; Yongju Yun
carleton college,3,carleton college,,,Daniela Kohen; Nathan Wang; Henry Wolters
mexican institute of petroleum,3,mexican institute of petroleum,,,Elias Martinez-Hernandez; Jorge Aburto
department of chemical and petroleum engineering  university of kansas,3,department of chemical and petroleum engineering  university of kansas,,,Leila Fereidooni; Aaron M. Scurto
milliporesigma,3,milliporesigma,,,Jacob McCoskey; Aparajita Chatterjee; Christina Carbrello; Jonathan Steen; Joe Almasian
rutgers  the state university of nj,3,rutgers  the state university of nj,,,Diane Hildebrandt
cambridge simulation solutions ltd,3,cambridge simulation solutions ltd,,,Vassilios S. Vassiliadis
air products and chemicals  inc,3,air products and chemicals  inc,,,Saurabh Shenvi Usgaonkar; Pratik Misra; Qi Zhang; Heather Binagia; Wayne Rowe
national research council cnr,3,National Research Council (CNR),43.7185349,10.4220511,James Butler; Samira Lotfi; Refat Ghunem; Vincenzo Palermo
nanjing normal university,3,Nanjing Normal University,32.0550562,118.7621005,Zijia Li; He Huang; Fei Du
harvard medical school brigham and women s hospital,3,harvard medical school brigham and women s hospital,,,Sohyung Lee
university of cantabria,3,University of Cantabria,43.4714973,-3.8018803,Eugenio Bringas; Inmaculada Ortiz; Marcos Fallanza; Raquel Ibañez; Gerardo Coppola
department of bioengineering and san diego supercomputer center  university of california  san diego,3,department of bioengineering and san diego supercomputer center  university of california  san diego,,,Lina Aboulmouna
instm,3,INSTM,35.7446193,10.8243491,Maria Grazia De Angelis
institute of separation science and technology  friedrich-alexander-university erlangen-nürnberg,3,institute of separation science and technology  friedrich-alexander-university erlangen-nürnberg,,,Matthias Thommes; Carola Schlumberger; Carlos Cuadrado Collados
carbotech ac gmbh,3,carbotech ac gmbh,,,Aleksandra Marcinek
surface measurement systems,3,surface measurement systems,,,Paul Iacomi; Lisa Mingzhe Sun; Sean McIntyre; Connor Hewson
lubrizol advanced materials,3,Lubrizol Advanced Materials,41.2911811,-81.6241902,Daylan Sheppard; Joeri Plusnin
singapore-mit alliance for research and technology  centre,3,singapore-mit alliance for research and technology  centre,,,George Barbastathis; Sandip Mondal
university of nottingham,3,University of Nottingham,52.9366805,-1.1851735666666667,Chloe Peach; Agnes Anuka; Mohamed Adam; David Large; Sean P. Rigby
university of southern mississippi,3,University of Southern Mississippi,31.3286452,-89.3367312,Zhiyuan Qian; Paul Smith; Olivia McNair
umass amherst  department of chemical engineering,3,umass amherst  department of chemical engineering,,,Song Luo
the university of chicago,3,the university of chicago,,,Benjamin Ketter; Tamara C. Bidone; Sriramvignesh Mani
university of pavia,3,University of Pavia,45.1869265,9.1568768,Elena Barbera; Andrea Guarise; Christian Di Buduo; Alessandra Balduini; Elisa Cimetta
csu- long beasch and fresno city college,3,csu- long beasch and fresno city college,,,Ashok Naimpally
levich institute  city college of new york,3,levich institute  city college of new york,,,Charles Maldarelli
chulalongkorn university,3,chulalongkorn university,13.7431114,100.5328752,Anuchit Wuttitrairat; Paisan Kittisupakorn; Nuttha Thongchul; Jirabhorn Piluk; Panwana Khunnonkwao
university of rochester medical center,3,university of rochester medical center,,,Jason Mandell; Heather Curtsinger
"university of california, merced",3,"University of California, Merced",37.365182,-120.4225275,Samuel Chiovoloni; Jennifer Q. Lu; Jeremias Gonzalez; Ajay Gopinathan; Bin Liu
instituto de investigaciones biomédicas  universidad nacional autónoma de méxico,3,instituto de investigaciones biomédicas  universidad nacional autónoma de méxico,,,Jessica Sánchez-Vargas; Mauricio A. Trujillo-Roldán
caltech institute of technology,3,Caltech Institute of Technology,34.1370138,-118.1252883,Haochen Zhang
instituto superior técnico  universidade de lisboa,3,instituto superior técnico  universidade de lisboa,,,Pedro Castro; Artur Jesus
chemical engineering department  universidad michoacana de san nicolás de hidalgo,3,chemical engineering department  universidad michoacana de san nicolás de hidalgo,,,Cesar Ramírez-Márquez; Francisco Javier López Flores; José María Ponce-Ortega; Cesar Ramírez
linde,3,Linde,50.7127198,2.4195699,Ankur Kumar
massachusetts institute of technology and arizona,3,massachusetts institute of technology and arizona,,,George Stephanopoulos
nyu college of dentistry,3,nyu college of dentistry,,,Nigel Bunnett; Tu Nguyen; Shavonne Teng; Varun Chokshi; Donna Albertson
abu dhabi university,3,Abu Dhabi University,24.3665244,54.5647253,Ioannis Zuburtikudis; Hadil Abu Khalifeh
u s  army engineer research and development center,3,u s  army engineer research and development center,,,Mine G. Ucak-Astarlioglu; Chris Griggs; Audie Thompson; Sarah Grace Zetterholm; Summer Nash
university of michigan ann arbor,3,university of michigan ann arbor,,,Megan L. Killian; Anjali Mittal; Andrew Scott; Daniel Wahl
university of illinois urbana champaign,3,university of illinois urbana champaign,,,Anaira Roman Santiago; Antonia Statt; Ravi Kumar Reddy Addula; Kristen Eilts; Nurzhan Kuanyshev
procegence,3,procegence,,,Nima Yazdanpanah; Amy Wagner
syracuse university,3,syracuse university,,,Nora Prosak; David Ojo; Jordan Avinoam; Theodore Walker; Jesse Bond
glycosyn llc,3,glycosyn llc,,,Shelby Mills
u s  dept  of energy,3,u s  dept  of energy,,,Steven Rowan; Jared Ciferno
amofor gmbh,3,amofor gmbh,,,Christian Lübbert
tu dortmund university,3,TU Dortmund University,51.4914844,7.4122739,Gabriele Sadowski
pfizer healthcare india pvt ltd,3,pfizer healthcare india pvt ltd,,,Santhosh Seshadhri; Nallasivam Angannan
exxonmobil technology and engineering,3,exxonmobil technology and engineering,,,Peter Ravikovitch; Harry W. Deckman
university of puerto rico medical science campus,3,university of puerto rico medical science campus,,,Torsten Stelzer; Cornelis Vlaar
boehringer ingelheim pharmaceuticals  inc,3,boehringer ingelheim pharmaceuticals  inc,,,Huayu Li; Na Yao; Abdul Khan; Joe Gao
cambridge centre for advanced research and education in singapore,2,cambridge centre for advanced research and education in singapore,,,Alexei A. Lapkin
leidos research support team,2,leidos research support team,,,Foad Haeri
oak ridge institure of science and education,2,oak ridge institure of science and education,,,Lauren Burrows
yusuf hamied department of chemistry  university of cambridge,2,yusuf hamied department of chemistry  university of cambridge,,,Jiyizhe Zhang
univ  of patras and abu dhabi university,2,univ  of patras and abu dhabi university,,,Fotios Panagiotou; Valadoula Deimede
max planck institute for dynamics of complex technical system,2,max planck institute for dynamics of complex technical system,,,Serena Guzzo
svante inc,2,svante inc,,,Ping Song; Racheal Huynh; Omid Taheri Qazvini; Nima Masoumifard; Omid Ghaffari Nik
porton usa,2,porton usa,,,Jian Wang; Abhinav Karwani; Chien Yu Lu; James O'Connor; Yuriy Abramov
institute of automation and control  graz university of technology,2,institute of automation and control  graz university of technology,,,Martin Steinberger
takeda pharmaceutical company limited,2,takeda pharmaceutical company limited,,,Zoe Horton; Michael Skoumal; Elena Shcherbakova; Kyle McHugh; Yang Yang
obafemi awolowo university,2,Obafemi Awolowo University,7.5204371,4.5233004,Oludare J. Odejobi; Kayode O Ajala; Ogechukwu J. Igboke
ncsu,2,ncsu,,,Alexis Voulgaropoulos; Negin Orouji
israel institute of technology technion,2,israel institute of technology technion,,,Friederike Jentoft
national academy of sciences of ukraine,2,National Academy of Sciences of Ukraine,50.4505671,30.5289007,Oleksiy V. Shvets; Mykhailo M. Kurmach; Nataliya Shcherban
