abstract_id,dups
687250,{'georgia institute of technology': 6}
693450,"{'university of california  berkeley': 2, 'university of california berkeley': 2}"
695937,{'not found': 2}
695897,{'georgia institute of technology': 2}
690279,"{'savannah river national laboratory': 4, 'savannah river nuclear solutions': 2}"
697233,{'pacific northwest national laboratory': 6}
688178,{'idaho national laboratory': 2}
694353,"{'pacific northwest national laboratory': 14, 'washington river protection solutions': 2}"
696418,{'not found': 2}
697242,{'doe ne': 2}
696415,{'not found': 2}
696417,{'not found': 2}
696419,{'not found': 2}
696420,{'not found': 2}
696421,{'not found': 2}
695902,{'oak ridge national laboratory': 2}
696317,"{'pacific northwest national laboratory  richland  wa': 2, 'pacific northwest national laboratory': 2, 'georgia institute of technology': 2, 'idaho national laboratory': 2}"
696339,{'savannah river national laboratory': 2}
696316,{'idaho national laboratory': 2}
696422,{'not found': 2}
689755,{'savannah river national laboratory': 8}
695092,{'argonne national laboratory': 4}
695938,{'oak ridge national laboratory': 8}
686704,"{'savannah river national laboratory': 8, 'srnl': 2}"
695933,{'oak ridge national laboratory': 8}
695590,"{'oak ridge national laboratory': 10, 'oak ridge national laboratoryy': 2}"
695289,{'los alamos national laboratory': 2}
695285,{'los alamos national laboratory': 2}
695102,"{'lawrence livermore national laboratory': 8, 'lawrence livermore national lab': 2}"
694372,"{'oak ridge national laboratory': 2, 'consolidated nuclear security  llc': 4}"
694382,{'oak ridge national laboratory': 2}
690415,"{'pacific northwest national laboratory': 4, 'pacific northwest national laboratory  richland  wa': 4}"
690417,"{'pacific northwest national laboratory': 6, 'pnnl': 4, 'washington river protection solutions': 2}"
692636,{'idaho national laboratory': 14}
691810,{'university of california berkeley': 6}
690389,{'pacific northwest national laboratory': 12}
682437,{'pacific northwest national laboratory': 2}
700886,{'origin materials': 4}
688771,{'eth zurich': 2}
691872,{'nyu tandon school of engineering': 12}
693448,{'south dakota school of mines and technology': 4}
693454,"{'nyu tandon school of engineering': 8, 'new york university tandon school of engineering': 4, 'new york university': 2}"
684334,{'brigham young university': 16}
687811,"{'tsinghua university': 6, 'soochow university': 4, 'bloomage biotechnology corporation limited': 2}"
686027,{'university of oklahoma': 6}
692759,{'varda space industries': 2}
693942,{'university of leeds': 4}
688844,"{'merck sharp and dohme llc': 2, 'merck sharp and dohme': 2, 'merck and co  inc': 6, 'merck': 2}"
683812,"{'university of birmingham': 4, 'university of cambridge': 4, 'university of leeds': 4}"
686926,{'the university of melbourne': 6}
690589,{'indian institute of technology bombay': 6}
692830,{'material flow solutions  inc': 2}
684389,{'freeman technology': 2}
688878,{'université de lorraine': 2}
684396,"{'granutools': 6, 'university of liege': 2}"
687655,"{'imperial college london': 4, 'johnson matthey technology centre': 4}"
689476,"{'granutools': 4, 'university of liege': 2}"
688889,"{'school for engineering of matter  transport  and energy  arizona state university': 2, 'arizona state university': 2}"
686460,"{'u s  dept  of energy': 2, 'randic netl': 2, 'national energy technology laboratory': 2}"
684114,"{'vellore institute of technology': 6, 'curtin university  malaysis': 2}"
686469,"{'u s  dept  of energy': 2, 'randic netl': 2}"
688026,"{'columbia university': 8, 'city college of new york': 2}"
684208,{'columbia university': 8}
682718,"{'eth zurich': 6, 'hamburg university of technology': 2, 'eth zurich and university of zurich': 4}"
686807,{'university of delaware': 2}
684102,{'tsinghua university': 4}
692436,"{'university of maryland': 14, 'university of delaware': 4}"
693442,"{'university of houston': 12, 'idaho national laboratory': 2, 'shell global solutions': 6, 'shell global solutions international b v': 2, 'shell india market private limited': 2, 'shell technical center bangalore': 4, 'shell international eandp': 2}"
686985,{'the university of melbourne': 6}
691412,{'university of utah': 4}
693096,{'oklahoma state university': 8}
685332,{'idaho national laboratory': 8}
690134,{'tu graz': 8}
692583,"{'idaho national laboratory': 8, 'georgia institute of technology': 4, 'michigan state university': 2}"
694018,{'iowa state university': 6}
694046,{'particulate solid research  inc': 6}
689051,"{'university of michigan': 2, 'engineering and process science  core randd  the dow chemical company': 8, 'department of mechanical engineering  university of michigan': 2}"
700318,{'not found': 2}
693145,"{'purdue university': 4, 'national renewable energy laboratory': 2}"
684745,"{'key laboratory of coal gasification and energy chemical engineering of ministry of education  shanghai engineering research center of coal gasification  east china university of science and technology': 4, 'east china university of science and technology': 4}"
689562,"{'ningbo tech university': 2, 'zhejiang university': 6}"
687558,"{'anton paar': 2, 'california institute of technology': 2, 'harvard university': 2}"
690892,{'purdue university': 4}
683847,"{'university of birmingham': 4, 'university of leeds': 4, 'university of cambridge': 4}"
694579,"{'hovione farmaciência s a': 4, 'imed ulisboa  faculty of pharmacy  university of lisbon': 2}"
690478,"{'university of erlangen-nuremberg': 2, 'friedrich-alexander-universität erlangen-nürnberg': 2}"
693705,{'university of massachusetts amherst': 6}
690297,{'indian institute of technology bombay': 6}
682877,"{'university of new haven': 12, 'zhengzhou university': 2}"
692266,"{'national renewable energy laboratory': 6, 'idaho national laboratory': 4}"
701665,{'not found': 2}
685673,"{'ansys inc': 4, 'genentech': 2, 'federal university of santa catarina': 2}"
682262,"{'idaho national laboratory': 6, 'clemson university': 4}"
685291,{'columbia university': 4}
685943,{'indian institute of technology madras': 4}
688420,{'yantai university': 4}
692550,{'university of south florida': 4}
683728,"{'khalifa university': 2, 'khalifa university of science and technology': 2}"
682180,{'new jersey institute of technology': 2}
685295,"{'university of south africa': 2, 'university of the witwatersrand': 2}"
691060,{'indian institute of technology bombay': 4}
685945,"{'uc davis': 4, 'psri': 4, 'national lab': 2}"
693278,{'material flow solutions  inc': 2}
682500,"{'new jersey institute of technology': 2, 'hacettepe university': 6}"
687427,"{'imperial college london': 4, 'johnson matthey technology centre': 2}"
688462,"{'university of sheffield': 4, 'nestlé research': 4, 'nestlé product technology centre': 2}"
688774,"{'rutgers  the state university of new jersey': 8, 'university of colorado': 2}"
692519,"{'university of colorado boulder': 4, 'cu boulder': 2, 'university of alabama in huntsville': 2, 'nasa marshall space flight center': 2}"
686100,{'dow inc': 6}
701264,{'not found': 8}
691768,"{'netl support contractor': 16, 'u s  doe national energy technology laboratory': 16}"
686576,"{'wayne state university': 16, 'lamar university': 16}"
682146,{'totalenergies': 24}
686245,{'pacific northwest national laboratory': 32}
686667,"{'kth royal institute of technology': 16, 'sintef energy research': 24}"
690922,{'imperial college london': 16}
694983,{'heriot-watt university': 8}
691087,"{'north carolina state university': 8, 'susteon inc': 2}"
698118,{'not found': 2}
688322,"{'korea institute of energy research': 16, 'university of science and technology': 2, 'sungkyunkwan university': 2}"
684776,"{'oak ridge national laboratory': 2, 'national energy technology laboratory': 4, 'wvurc': 2}"
685364,{'the ohio state university': 20}
685765,{'columbia university': 6}
682152,"{'particles in motion': 2, 'chalmers university of technology': 2}"
690048,{'drexel university': 4}
693194,"{'university of illinois at chicago': 6, 'barrington community high school': 2, 'monash university': 2}"
690369,"{'laboratoire réactions et génie des procédés  université de lorraine  cnrs': 2, 'université de lorraine  cnrs': 6, 'ampère sas': 2, 'arkema': 4}"
689652,"{'granutools': 6, 'university of liege': 2}"
684535,"{'key laboratory of coal gasification and energy chemical engineering of ministry of education  shanghai engineering research center of coal gasification  east china university of science and technology': 4, 'east china university of science and technology': 4}"
684545,"{'east china university of science and technology': 6, 'key laboratory of coal gasification and energy chemical engineering of ministry of education  shanghai engineering research center of coal gasification  east china university of science and technology': 4}"
689080,{'national energy technology laboratory': 6}
686389,{'delft university of technology': 12}
687002,{'anton paar gmbh': 6}
686756,{'columbia university': 8}
700895,{'not found': 2}
682684,"{'east china university of science and technology': 4, 'key laboratory of coal gasification and energy chemical engineering of ministry of education  shanghai engineering research center of coal gasification  east china university of science and technology': 4}"
690864,{'northeastern university': 4}
687503,{'northwestern university': 10}
692002,"{'gea': 4, 'hovione': 4}"
690490,"{'indian institute of technology roorkee': 2, 'indian institute of technology roorkee  roorkee': 2}"
684097,"{'the dow chemical company': 8, 'engineering and process science  core randd  the dow chemical company': 2}"
693600,"{'rutgers  the state university of new jersey': 6, 'c-sops  department of chemical and biochemical engineering  rutgers  the state university of new jersey': 2}"
689443,"{'iit  dhanbad': 2, 'indian institute of technology kanpur': 2, 'rutgers university': 4}"
689781,"{'indian institute of technology kharagpur': 4, 'indian institute of technology ropar': 2, 'indian institute of technology kanpur': 2}"
688675,{'altair engineering': 2}
685805,{'university of minnesota': 2}
684614,{'sanofi': 8}
686390,"{'indian institute of technology kharagpur': 4, 'indian institute of technology ropar': 2, 'indian institute of technology kanpur': 2, 'eli lilly and company': 2, 'abbvie': 2}"
691538,"{'massachusets institute of technology': 2, 'massachusetts institute of technology': 8, 'takeda development center americas  inc': 6, 'takeda pharmaceuticals international co': 2, 'singapore-mit alliance for research and technology  centre': 2}"
683333,"{'eli lilly and company': 2, 'kpv lab edinburgh ltd': 2}"
687063,{'university of birmingham': 8}
690631,"{'national university of singapore': 4, 'worldwide research and development  pfizer products india pvt ltd': 2}"
690654,"{'university of liege': 4, 'university of liège': 2, 'granutools': 2}"
690849,{'indian institute of technology bombay': 4}
700635,{'not found': 2}
693674,{'university of alberta': 4}
688323,"{'sinopec research institute of petroleum processing': 6, 'east china university of science and technology': 2}"
693735,"{'shell international eandp': 2, 'shell internatinal eandp': 2, 'shell global solutions international b v': 2}"
689573,"{'university of liege': 2, 'granutools': 4, 'university of birmingham': 4}"
691641,{'mississippi state university': 2}
688280,{'university of north dakota': 4}
687515,"{'bristol myers squibb': 6, 'altair engineering': 2}"
691926,"{'genentech': 6, 'ansys inc': 2, 'ansys': 2}"
689607,"{'johnson matthey': 6, 'university of birmingham': 2}"
688399,{'soochow university': 2}
685664,{'abbvie': 8}
689137,"{'rutgers university': 6, 'rutgers  the state university of new jersey': 8}"
689423,"{'indian institute of technology kanpur': 2, 'iit  dhanbad': 2, 'politecnico di torino': 4}"
690315,{'tu graz': 8}
692630,{'material flow solutions  inc': 2}
684408,"{'east china university of science and technology': 4, 'key laboratory of coal gasification and energy chemical engineering of ministry of education  shanghai engineering research center of coal gasification  east china university of science and technology': 4}"
689912,{'university of erlangen-nuremberg': 2}
696889,"{'gsk': 2, 'glaxosmithkline': 2}"
696884,{'rkgmixes llc': 2}
697297,{'ingredion incorporated': 2}
696887,{'global manufacturing engineer iff': 2}
696886,"{'the dow chemical company': 2, 'engineering and process science  core randd  the dow chemical company': 2}"
697298,"{'international flavors and fragrances': 2, 'dupont': 2}"
684021,{'illinois institute of technology': 6}
686725,{'karolinska institutet': 2}
691251,"{'uppsala university': 6, 'university of florida': 4}"
691581,"{'nanoparticle systems engineering laboratory': 2, 'eth zürich': 2, 'university hospital cologne': 2, 'ruhr-university bochum': 2, 'eth zurich': 2, 'friedrich schiller university': 2, 'nanoparticle systems engineering laboratory  institute of energy and process engineering  department of mechanical and process engineering  eth zurich': 2, 'eth': 2}"
693146,"{'university of michigan': 4, 'johns hopkins university': 2}"
687131,"{'purdue university': 4, 'carnegie mellon university': 6, 'university of california riverside': 4, 'university of florida': 2}"
692012,"{'eth zurich': 2, 'eth': 2}"
684972,{'university of michigan': 6}
702787,{'university of florida': 2}
702788,{'lehigh university': 2}
702789,{'illinois institute of technology': 2}
683617,{'national taiwan university': 12}
686934,{'the university of melbourne': 12}
688287,{'university of north dakota': 8}
688656,{'university of colorado boulder': 16}
688845,"{'rutgers  the state university of new jersey': 16, 'university of colorado': 4}"
688898,"{'school for engineering of matter  transport  and energy  arizona state university': 4, 'arizona state university': 4}"
689166,"{'rutgers university': 12, 'rutgers  the state university of new jersey': 16}"
689248,{'the ohio state university': 28}
689532,"{'eth zürich': 4, 'human-centered sensing laboratory  eth zurich': 4}"
689805,{'the ohio state university': 24}
690485,{'north carolina state university': 28}
691260,{'university of colorado boulder': 24}
691633,{'university of north dakota': 8}
692513,{'the ohio state university': 32}
692641,{'the ohio state university': 20}
693122,"{'university of california, san diego': 4}"
682942,"{'sartorius stedim north america inc': 16, 'sartorius stedim fmt s a s': 8}"
700900,{'uc davis': 4}
683845,"{'university of birmingham': 8, 'university of cambridge': 8, 'university of leeds': 8}"
690021,{'university of chemistry and technology in prague': 8}
691268,"{'university of california santa barbara': 6, 'technion-israel institute of technology': 4, 'chalmers university of technology': 6}"
691463,{'university of michigan': 8}
693613,"{'university of california  los angeles': 2, 'imec': 2, '': 4}"
687972,{'north carolina state university': 8}
686858,"{'north carolina state university': 10, 'north carolina state university  chemical and biomolecular engineering department': 2}"
684164,{'north carolina state university': 12}
692194,{'the university of sheffield': 12}
687798,{'shenzhen university': 28}
686535,"{'idaho national laboratory': 20, 'university at buffalo': 8}"
687572,"{'the dow chemical company': 20, 'dow': 4, 'dow chemical': 4}"
689889,"{'school of chemical and biomolecular engineering  georgia institute of technology': 4, 'georgia institute of technology': 16}"
692302,{'university of colorado boulder': 24}
689505,{'university of chemistry and technology in prague': 6}
690933,"{'genentech': 8, 'purdue university': 2}"
695368,{'rutgers': 2}
684619,"{'abbvie': 4, 'northwestern university': 2}"
692541,{'vertex pharmaceuticals': 8}
690429,{'university of birmingham': 6}
695163,{'not found': 6}
687118,"{'imperial college london': 18, 'basf': 12}"
687266,{'apc ltd': 30}
687440,"{'dsm-firmenich': 6, 'dsm-firmenich science and research': 6}"
689522,"{'guangdong technion israel institute of technology': 12, 'guangdong technion israel institute of technology  shantou  china': 6}"
686671,"{'pfizer': 18, 'dsm-firmenich': 6}"
684913,{'imperial college london': 18}
693901,{'indian institute of science': 12}
687588,{'sunthetics': 4}
683859,{'university college london': 10}
685299,"{'eli lilly and company': 2, 'salvador garcia munoz eli lilly and company': 2}"
688552,"{'uconn': 2, 'eli lilly and company': 2, 'university of connecticut': 10, 'janssen pharmaceuticals': 2}"
691975,{'new jersey institute of technology': 14}
689700,{'university of strathclyde': 2}
692389,"{'purdue university': 4, 'takeda development center americas  inc': 6, 'takeda pharmaceuticals international co': 2}"
696704,{'harvard university': 2}
696705,{'stanford university': 2}
697855,{'university of california san diego': 2}
697856,{'nyu tandon school of engineering': 14}
696710,{'university of massachusetts amherst': 2}
696703,"{'princeton university': 14, 'american university of beirut': 2, 'merck and co': 2}"
693584,{'u s  food and drug administration': 2}
693425,{'u s  food and drug administration': 2}
692480,"{'university of california - davis': 2, 'university of california  davis': 2}"
689028,{'columbia university': 10}
688255,{'university of houston': 4}
685957,{'university of michigan': 8}
689893,{'hovione farmaciência': 4}
691602,"{'abbvie': 6, 'abbvie inc': 2}"
685281,{'eli lilly and company': 6}
685754,"{'abbvie inc': 10, 'purdue university': 2}"
700074,{'not found': 2}
687226,"{'queen s university': 4, 'merck and co   inc': 4}"
689466,"{'hovione': 2, 'hovione farmaciência s a': 2, 'hovione farmaciencia  s a': 2, 'hovione farmaciência sa': 2}"
684634,{'bristol myers squibb': 6}
693921,{'fda': 2}
692775,"{'purdue university': 16, 'weldon school of biomedical engineering  purdue university': 2, 'georgia tech and emory university': 2}"
691420,{'villanova university': 4}
687705,{'university of houston': 6}
685376,{'north carolina state university': 4}
684711,{'university of kentucky': 4}
688176,"{'university of colorado boulder': 10, 'university of colorado  boulder': 2}"
695337,{'sartorius': 2}
695338,{'amgen': 2}
695349,{'eli lilly and company': 4}
695350,{'not found': 2}
685927,"{'massachusetts institute of technology': 20, 'california institute of technology': 2}"
700511,{'not found': 2}
691529,"{'merck and co': 6, 'merck and co   inc': 4}"
684393,"{'university of connecticut': 4, 'sarepta therapeutics': 4}"
691759,{'gilead sciences': 4}
691557,"{'digital medicines manufacturing  loughborough university': 2, 'loughborough university': 4}"
697141,"{'merck and co': 8, 'merck and co   inc': 4}"
683641,{'gsk': 8}
684153,{'eli lilly and company': 20}
684587,{'gsk': 16}
686441,"{'merck and co': 12, 'sanofi': 4}"
686604,{'merck and co  inc': 24}
686767,{'the ohio state university': 24}
687041,"{'amgen  inc': 28, 'amgen research  gmbh': 4, 'amgen research munich': 4}"
687698,{'university of wisconsin-madison': 20}
687754,{'merck and co   inc': 52}
689619,{'tokyo institute of technology': 12}
690704,"{'west virginia university': 16, 'texas aandm university': 20}"
690976,{'bucknell university': 8}
691449,"{'eli lilly and company': 20, 'university of puerto rico  mayagüez': 4}"
691725,"{'merck and co   inc': 16, 'merck and co   inc   rahway  nj  usa': 8}"
692211,{'michigan technological university': 16}
692856,{'amgen inc': 16}
690921,"{'ssl': 4, 'sunthetics': 4}"
693882,{'procegence': 8}
691510,{'purdue university': 8}
690702,"{'worldwide research and development  pfizer healthcare india pvt ltd': 4, 'pfizer healthcare india pvt ltd': 4, 'pfizer canada': 4}"
689422,"{'tu dortmund university': 4, 'amofor gmbh': 4}"
687098,{'imperial college london': 16}
690233,{'boehringer ingelheim pharmaceuticals inc': 20}
699376,"{'university of rochester': 4, 'university of wisconsin-madison  madison': 4, 'university of wisconsin-madison': 12, 'bristol-myers squibb': 4, 'amgen': 12, 'bristol myers squibb': 12, 'genentech': 4, 'abbvie': 4, 'eli lilly': 4, 'abbvie inc': 4, 'merck and co   inc': 8}"
700978,"{'university of pretoria': 18, '': 2}"
693483,{'purdue university': 6}
693920,{'merck and co   inc': 8}
693927,"{'merck and co   inc': 20, 'merck and co  inc': 2, 'merck and co': 2}"
685608,{'queen s university': 6}
685955,"{'massachusetts institute of technology': 2, 'vertex pharmaceuticals': 2}"
687284,{'abbvie inc': 16}
689584,"{'hovione farmaciência sa': 4, 'hovione': 2, 'hovione farmaciência': 2}"
685210,"{'salvador garcia munoz eli lilly and company': 2, 'siemens industry software limited': 2}"
687584,{'university of california riverside': 2}
687925,{'porton usa': 4}
691757,{'university of california': 4}
684548,"{'apc ltd': 12, 'poznań university of medical sciences': 4, 'zoetis': 2}"
692600,"{'merck and co   inc': 8, 'altair engineering': 2}"
685858,"{'pfizer healthcare india pvt ltd': 2, 'cadfem india': 2, 'pfizer inc': 4, 'worldwide research and development  pfizer products india pvt ltd': 2}"
685813,"{'glaxosmithkline': 8, 'gsk': 6, 'new jersey institute of technology': 2}"
695277,{'not found': 4}
688440,{'eth zurich': 8}
691181,{'eli lilly and company': 8}
683950,"{'boehringer ingelheim pharmaceuticals inc': 8, 'stevens institute of technology': 4, 'rowan university': 8, 'boehringer-ingelheim pharm  inc': 4, 'boehringer-ingelheim': 4}"
684584,"{'purdue university': 12, 'the hong kong university of science and technology': 4, 'glaxosmithkline': 8, 'gsk medicines research centre': 4}"
688686,{'eli lilly and company': 4}
688729,{'new york university': 12}
687415,{'pfizer': 16}
686402,{'dsm-firmenich': 8}
684602,"{'boehringer ingelheim pharmaceuticals inc': 2, 'boehringer ingelheim': 8, 'boehringer ingelheim pharma gmbh and co  kg': 4, 'boehringer ingelheim pharmaceuticals  inc': 4}"
688855,"{'university of puerto rico': 4, 'university of puerto rico rio piedras campus': 2, 'university of wisconsin-madison': 2, 'purdue university': 2, 'university of puerto rico medical science campus': 2}"
692948,{'new jersey institute of technology': 10}
689756,{'meltprep': 6}
685702,"{'genentech': 6, 'experic': 4, 'harro höfliger': 2}"
695250,{'genentech': 2}
686538,{'georgia institute of technology': 6}
696711,{'massachusetts institute of technology': 2}
696712,{'purdue university': 6}
696713,{'vanderbilt university': 2}
696714,{'abbvie': 10}
696716,{'worldwide research and development  pfizer products india pvt ltd': 2}
696718,{'university of illinois at chicago': 2}
692761,"{'takeda': 4, 'takeda pharmaceuticals international co': 4, 'takeda development center americas  inc': 4}"
693022,{'virginia commonwealth university': 12}
693093,"{'rutgers  the state university of new jersey': 8, 'c-sops  department of chemical and biochemical engineering  rutgers  the state university of new jersey': 2}"
690292,"{'research center pharmaceutical engineering gmbh': 8, 'institute of automation and control  tu graz': 2, 'institute of automation and control  graz university of technology': 2, 'evon gmbh': 2, 'microinnova engineering gmbh': 2, 'graz university of technology': 2}"
689290,{'kyoto university': 6}
684417,{'u s  food and drug administration': 8}
688198,"{'worldwide research and development  pfizer inc': 12, 'pfizer inc': 2}"
687551,{'fda': 4}
693257,"{'princeton university': 16, 'purdue university': 2}"
687736,"{'pfizer worldwide research and development  445 eastern point road  groton  connecticut 06340  usa': 4, 'pfizer inc': 12, 'massachusetts institute of technology': 6}"
687862,"{'university college dublin': 6, 'merck and co   inc': 4}"
686505,"{'abbvie inc': 6, 'abbvie': 10}"
689914,"{'takeda pharmaceutical company limited': 10, 'university of massachusetts amherst': 2}"
693568,{'osaka university': 8}
685030,"{'yusuf hamied department of chemistry  university of cambridge': 2, 'cambridge centre for advanced research and education in singapore': 2}"
694993,{'not found': 4}
691385,"{'merck and co   inc': 12, 'merck and co  inc': 4}"
693515,{'the hong kong university of science and technology': 12}
700102,{'not found': 4}
691150,"{'': 2, 'university of strathclyde': 10}"
687236,{'corteva agriscience': 12}
684402,{'imperial college london': 12}
690119,{'university college dublin': 4}
691716,"{'takeda development center americas  inc': 2, 'takeda pharmaceuticals international co': 2}"
692824,{'virginia commonwealth university': 12}
683721,{'amgen inc': 12}
683781,"{'pfizer inc': 2, 'pfizer': 8}"
685255,{'georgia institute of technology': 8}
689548,{'purdue university': 4}
686925,{'massachusetts institute of technology': 6}
687390,"{'takeda': 8, 'takeda development center americas  inc': 2}"
688481,"{'eli lilly and company': 2, 'salvador garcia munoz eli lilly and company': 2}"
690221,"{'research center pharmaceutical engineering gmbh': 10, 'institute of automation and control  graz university of technology': 2, 'graz university of technology': 4}"
691549,"{'vertex pharmaceuticals': 6, 'vertex pharmaceuticals inc': 2}"
693997,"{'eli lilly and company': 10, 'siemens pse': 4, 'siemens': 2, 'university of manchester': 2}"
683644,{'gsk': 6}
695162,{'not found': 4}
690573,"{'the hong kong university of science and technology': 16, 'hong kong university of science and technology': 4}"
691022,{'pfizer': 20}
701006,{'not found': 4}
688051,"{'massachusetts institute of technology': 36, 'catholic university of louvain': 4, 'virginia commonwealth university': 4, 'university of puerto rico medical science campus': 4}"
690397,{'massachusetts institute of technology': 20}
685982,"{'massachusetts institute of technology': 20, 'california institute of technology': 4}"
686016,{'massachusetts institute of technology': 16}
695308,"{'gsk': 4, 'glaxosmithkline': 4}"
699795,{'purdue university': 14}
699030,{'queen s university': 2}
698312,{'eli lilly and company': 2}
698319,{'imperial college london': 2}
695164,{'not found': 4}
687533,"{'vertex pharmaceuticals': 4, 'continuus pharmaceuticals': 24}"
693047,{'virginia commonwealth university': 20}
701181,"{'imperial college london': 4, 'massachusetts institute of technology': 8, 'crystallization design institute  molecular sciences research center  university of puerto rico': 4}"
689310,{'massachusetts institute of technology': 24}
689060,{'porton usa': 16}
693796,{'procegence': 4}
685901,{'dalian university of technology': 12}
690956,"{'merck and co': 4, 'merck and co   inc': 4}"
692359,{'serán bioscience': 8}
685415,"{'stanford university': 14, 'university of north carolina at chapel hill': 4, 'vlp therapeutics': 2}"
683138,{'rensselaer polytechnic institute': 6}
683492,{'bristol myers squibb': 16}
687053,"{'eli lilly and company': 6, 'eli lilly': 2}"
687746,{'rutgers  the state university of new jersey': 2}
688871,{'massachusetts institute of technology': 16}
689710,{'hovione': 2}
690713,"{'hovione farmaciência': 2, 'hovione farmaciência sa': 2, 'faculty of pharmacy of the university of lisbon': 2}"
693224,{'recibiopharm': 8}
683102,{'continuus pharmaceuticals': 6}
686987,"{'ucb pharma s a': 4, 'crystalgrower': 2, 'university of manchester': 2, 'ucb pharma': 2}"
695268,{'not found': 4}
693772,"{'purdue university': 12, 'takeda development center americas  inc': 12, 'takeda pharmaceuticals international co': 4}"
685562,{'merck and co   inc': 8}
685398,{'university of illinois at urbana-champaign': 12}
686976,"{'ucb pharma s a': 16, 'siemens process systems engineering': 8}"
700454,{'not found': 4}
685815,{'sandia national laboratories': 24}
701237,{'not found': 4}
689519,"{'ege university': 4, 'university of aberdeen': 4, 'university of capet town': 4, 'izmir institute of technology': 4}"
692491,"{'university of california, los angeles': 12}"
692984,{'abbvie': 4}
687637,"{'massachusetts institute of technology': 4, 'university of colorado boulder': 4, 'bristol myers squibb': 20}"
686491,{'the ohio state university': 24}
688553,{'university of michigan': 8}
694117,"{'university college london': 16, 'ucl school of pharmacy': 8}"
689739,"{'eli lilly and company': 12, 'eli lilly services india pvt  ltd': 4}"
685924,{'pfizer': 10}
687752,{'rutgers  the state university of new jersey': 2}
687524,{'abbvie': 2}
689863,{'boehringer ingelheim pharmaceuticals inc': 4}
690883,{'pfizer inc': 4}
691404,"{'abbvie': 6, 'abbvie inc': 6}"
684762,"{'snapdragon chemistry-cambrex': 2, 'snapdragon chemistry inc': 6, 'biohaven pharmaceuticals': 2, 'princeton university': 2}"
695269,{'not found': 4}
691056,"{'eth zurich': 16, 'the university of manchester': 4}"
687135,"{'abbvie inc': 32, 'abbvie': 8}"
688309,"{'purdue university': 12, 'budapest university of technology and economics': 4}"
686592,"{'purdue university': 8, 'sandia national laboratories': 4}"
689077,{'massachusetts institute of technology': 16}
690311,"{'the university of manchester': 12, 'eth zurich': 4}"
692225,{'texas aandm university': 8}
687870,"{'hankyong national university': 12, 'pjp tech': 4}"
692168,"{'university of illinois at chicago': 8, 'university of illinois chicago': 8, 'abbvie inc': 8, 'abbvie': 4}"
689537,{'ghent university': 16}
693523,{'pfizer inc': 4}
700907,{'not found': 4}
686086,{'veranova': 12}
686689,"{'gsk': 12, 'glaxosmithkline': 4, 'gsk randd': 4}"
689416,"{'tu dortmund university': 4, 'amofor gmbh': 4}"
690125,"{'eli lilly and company': 12, 'hovione farmaciencia sa': 2}"
690388,"{'research center pharmaceutical engineering gmbh': 2, 'rutgers university': 2, 'graz university of technology': 2}"
689924,"{'takeda': 6, 'takeda development center americas  inc': 6}"
685010,{'syntegon technology gmbh': 2}
684433,"{'sanofi': 4, 'sanofi us services inc': 2}"
687640,{'sunthetics': 4}
694911,{'not found': 4}
691135,"{'eth zurich': 8, 'the university of manchester': 4}"
691669,"{'takeda development center americas  inc': 4, 'takeda pharmaceuticals international co': 8}"
687192,{'abbvie inc': 4}
685186,"{'imperial college london': 8, 'basf se': 4}"
682879,{'gsk': 24}
683777,{'glaxosmithkline': 4}
684741,{'university college london': 28}
689574,"{'eth zurich': 12, 'the university of manchester': 8, 'astrazeneca uk': 8}"
690159,"{'new jersey institute of technology': 8, 'merck and co   inc': 16}"
690997,{'hovione farmaciencia s a': 12}
685694,"{'abbvie inc': 28, 'abbvie': 4}"
687424,{'gilead sciences  inc': 16}
687622,"{'massachusetts institute of technology': 4, 'bristol-myers squibb': 4, 'bristol-myers squibb co': 4, 'bristol myers squibb': 8}"
689585,"{'university of liège': 12, 'university of liege': 4}"
685045,"{'georgia institute of technology college of engineering': 4, 'georgia institute of technology': 4}"
692969,{'glaxosmithkline': 2}
690164,"{'carnegie mellon university': 6, 'eli lilly and company': 12}"
689761,{'takeda pharmaceuticals': 10}
690001,"{'amgen  inc': 10, 'amgen research  gmbh': 2, 'amgen research munich': 2}"
684223,"{'pennsylvania state university': 4, 'merck and co   inc': 4}"
683783,{'pfizer  inc': 2}
683810,"{'new jersey institute of technology': 6, 'glaxosmithkline': 4}"
694935,"{'takeda pharmaceuticals': 4, 'takeda': 2}"
691133,"{'m-star simulations': 4, 'mstar cfd': 2}"
691231,{'takeda pharmaceutical company limited': 8}
686334,"{'university of maribor': 6, 'rcpe gmbh': 8, 'merck and co   inc': 8, 'ima life north america': 6}"
690898,{'university of texas at austin': 2}
689772,"{'sartorius': 2, 'biopharm services': 6, 'sartorius stedim north america': 2}"
695161,{'not found': 4}
684663,"{'rowan university': 8, 'stevens institute of technology': 4, 'boehringer ingelheim pharmaceuticals inc': 4, 'boehringer-ingelheim pharm  inc': 4, 'boehringer-ingelheim': 4}"
691584,"{'bristol-myers squibb': 20, 'bristol myers squibb': 4}"
684470,"{'purdue university': 8, 'corteva agriscience': 8}"
690931,{'university of houston': 16}
683934,"{'boehringer ingelheim pharmaceuticals  inc': 8, 'boehringer ingelheim pharmaceuticals inc': 4, 'boehringer ingelheim pharma gmbh and co kg': 4, 'boehringer-ingelheim': 4}"
