affil_norm,suggested_loc_key,score,geocoded_label
indian institute of technology roorkee  uttarakhand  india,indian institute of technology delhi,0.723404255319149,Indian Institute of Technology Delhi
ingredion incorporated,eaton corporation,0.6153846153846154,Eaton Corporation
ingredion incorporated,evonik corporation,0.6,Evonik Corporation
institute for basic science,institute of science tokyo,0.7169811320754716,Institute of Science Tokyo
institute for basic science,indian institute of science,0.7037037037037037,Indian Institute of Science
institute for energy and materials  universidad san francisco de quito usfq,universidad san francisco de quito,0.6238532110091743,Universidad San Francisco de Quito
institute for regenerative medicine  wake forest school of medicine,wake forest school of medicine,0.6185567010309279,Wake Forest School of Medicine
institute of automation and control  graz university of technology,national university of technology,0.6666666666666666,National University of Technology
institute of automation and control  graz university of technology,south china university of technology,0.5490196078431373,South China University of Technology
institute of automation and control  graz university of technology,graz university of technology,0.6105263157894737,Graz University of Technology
institute of automation and control  graz university of technology,eindhoven university of technology,0.58,Eindhoven University of Technology
institute of automation and control  graz university of technology,clausthal university of technology,0.58,Clausthal University of Technology
institute of chemical research of catalonia,institute of chemical technology mumbai,0.7073170731707317,Institute of Chemical Technology Mumbai
institute of chemical research of catalonia,tata institute of fundamental research,0.6172839506172839,Tata Institute of Fundamental Research
institute of chemical research of catalonia,vtt technical research centre of finland,0.6024096385542169,VTT Technical Research Centre of Finland
institute of particle technology,institute of chemical technology mumbai,0.7605633802816901,Institute of Chemical Technology Mumbai
institute of particle technology,tokyo institute of technology,0.7540983606557377,Tokyo institute of technology
institute of particle technology,kyoto institute of technology,0.7540983606557377,Kyoto Institute of Technology
institute of particle technology,izmir institute of technology,0.7540983606557377,Izmir Institute of Technology
institute of particle technology,chiba institute of technology,0.7540983606557377,Chiba Institute of Technology
institute of separation science and technology  friedrich-alexander-university erlangen-nürnberg,friedrich-alexander-universität erlangen-nürnberg,0.6482758620689655,Friedrich-Alexander-Universität Erlangen-Nürnberg
institute of zhejiang university-quzhou,zhejiang university,0.6551724137931034,Zhejiang university
institute of zhejiang university-quzhou,xian jiaotong university,0.6031746031746031,Xi'an Jiaotong University
institution los alamos national laboratory,los alamos national laboratory,0.8333333333333334,Los Alamos National Laboratory
institution los alamos national laboratory,idaho national laboratory,0.6567164179104478,Idaho National Laboratory
institution los alamos national laboratory,brookhaven national laboratory,0.5833333333333334,Brookhaven National Laboratory
institution los alamos national laboratory,argonne national laboratory,0.6376811594202898,Argonne National Laboratory
institution los alamos national laboratory,sandia national laboratories,0.6,Sandia National Laboratories
instituto de ciencias aplicadas y tecnología,srm institute of science and technology,0.6506024096385542,SRM Institute of Science and Technology
instituto de ciencias aplicadas y tecnología,korean institute science and technology,0.6506024096385542,Korean Institute Science and Technology
instituto de investigaciones biomédicas  unam,consejo superior de investigaciones científicas,0.6304347826086957,Consejo Superior de Investigaciones Científicas
instituto superior técnico  universidade de lisboa,universidade de lisboa,0.6111111111111112,Universidade De Lisboa
intec,sinopec,0.6666666666666666,SINOPEC
intec,imec,0.6666666666666666,imec
intec,linde,0.6,Linde
intec,instm,0.6,INSTM
international institute for nanotechnology,technion israel institute of technology,0.7654320987654321,Technion Israel Institute of Technology
international institute for nanotechnology,national institute of standards and technology,0.75,National Institute of Standards and Technology
international institute for nanotechnology,kth royal institute of technology,0.7466666666666667,KTH Royal Institute of Technology
international institute for nanotechnology,visvesvaraya national institute of technology nagpur,0.723404255319149,Visvesvaraya National Institute of Technology Nagpur
international institute for nanotechnology,georgia institute of technology,0.684931506849315,Georgia Institute of Technology
iran university of medical science,university of maine,0.6037735849056604,University of Maine
iran university of medical science,university of texas medical branch,0.7058823529411765,University of Texas Medical Branch
iran university of medical science,the university of maine,0.5964912280701754,The University of Maine
iran university of medical science,soka university of america,0.7,Soka University of America
iran university of medical science,university of miami,0.6792452830188679,University of Miami
iran university of medical sciences,university of maine,0.5925925925925926,University of Maine
iran university of medical sciences,university of texas medical branch,0.6956521739130435,University of Texas Medical Branch
iran university of medical sciences,the university of maine,0.5862068965517241,The University of Maine
iran university of medical sciences,soka university of america,0.6885245901639344,Soka University of America
iran university of medical sciences,washington university school of medicine,0.64,Washington University School of Medicine
israel institute of technology technion,indian institute of technology delhi,0.8,Indian Institute of Technology Delhi
israel institute of technology technion,technion israel institute of technology,0.7692307692307693,Technion Israel Institute of Technology
israel institute of technology technion,izmir institute of technology,0.7647058823529411,Izmir Institute of Technology
israel institute of technology technion,chiba institute of technology,0.7647058823529411,Chiba Institute of Technology
israel institute of technology technion,kth royal institute of technology,0.75,KTH Royal Institute of Technology
jacobs technology inc,aspen technology inc.,0.8095238095238095,Aspen Technology Inc.
jacobs technology inc,em ai technology,0.6486486486486487,EM AI Technology
jacobs technology inc,shell technology center,0.6363636363636364,Shell Technology Center
jacobs technology inc,freeman technology,0.6153846153846154,Freeman Technology
jfe steel corporation,eaton corporation,0.7368421052631579,Eaton Corporation
jfe steel corporation,basf corporation,0.7027027027027027,BASF Corporation
jfe steel corporation,evonik corporation,0.6666666666666666,Evonik Corporation
johns hopkins applied physics laboratory,johns hopkins university,0.625,Johns Hopkins University
johns hopkins school of medicine,wake forest school of medicine,0.6774193548387096,Wake Forest School of Medicine
johns hopkins school of medicine,washington university school of medicine,0.6388888888888888,Washington University School of Medicine
johns hopkins school of medicine,penn state college of medicine,0.6129032258064516,Penn State College of Medicine
johns hopkins university applied physics laboratory,johns hopkins university,0.64,Johns Hopkins University
johns hopkins university school of medicine,washington university school of medicine,0.7951807228915663,Washington University School of Medicine
johns hopkins university school of medicine,johns hopkins university,0.7164179104477612,Johns Hopkins University
johns hopkins university school of medicine,wake forest school of medicine,0.6027397260273972,Wake Forest School of Medicine
johns hopkins university school of medicine,soka university of america,0.6086956521739131,Soka University of America
johns hopkins university school of medicine,the university of maine,0.6060606060606061,The University of Maine
johnson matthey technology centre,shell technology center,0.7142857142857143,Shell Technology Center
johnson matthey technology centre,johnson matthey,0.625,Johnson Matthey
jsol corporation,basf corporation,0.8125,BASF Corporation
jsol corporation,eaton corporation,0.7878787878787878,Eaton Corporation
jsol corporation,evonik corporation,0.7647058823529411,Evonik Corporation
kanagawa academy of science and technology,pohang university of science and technology,0.7529411764705882,Pohang University of Science and Technology
kanagawa academy of science and technology,university of science and technology,0.7435897435897436,University of Science and Technology
kanagawa academy of science and technology,east china university of science and technology,0.7191011235955056,East China University of Science and Technology
kanagawa academy of science and technology,norwegian university of science and technology,0.7045454545454546,Norwegian University of Science and Technology
kanagawa academy of science and technology,hong kong university of science and technology,0.7272727272727273,Hong Kong University of Science and Technology
kaneka corporation,eaton corporation,0.8,Eaton Corporation
kaneka corporation,evonik corporation,0.7222222222222222,Evonik Corporation
kaneka corporation,basf corporation,0.7647058823529411,BASF Corporation
kangwon national university  samcheok campus,kangwon national university,0.7605633802816901,Kangwon National University
kangwon national university  samcheok campus,hankyong national university,0.6666666666666666,Hankyong National University
kangwon national university  samcheok campus,kyungpook national university,0.6575342465753424,Kyungpook National University
kangwon national university  samcheok campus,kongju national university,0.6571428571428571,Kongju National University
kangwon national university  samcheok campus,pukyong national university,0.647887323943662,Pukyong National University
kansas university medical center,university of mississippi medical center,0.6944444444444444,University of Mississippi Medical Center
kansas university medical center,soka university of america,0.6551724137931034,Soka University of America
kansas university medical center,university of connecticut health center,0.647887323943662,University of Connecticut Health Center
kansas university medical center,university of rochester,0.5454545454545454,University of Rochester
kansas university medical center,kansas state university,0.6181818181818182,Kansas State University
kbc advanced technologies inc,aspen technology inc.,0.64,Aspen Technology Inc.
king abdullah university of science and technology,pohang university of science and technology,0.8387096774193549,Pohang University of Science and Technology
king abdullah university of science and technology,university of science and technology,0.8372093023255814,University of Science and Technology
king abdullah university of science and technology,norwegian university of science and technology,0.8125,Norwegian University of Science and Technology
king abdullah university of science and technology,hong kong university of science and technology,0.8333333333333334,Hong Kong University of Science and Technology
king abdullah university of science and technology,hebei university of science and technology,0.8260869565217391,Hebei University of Science and Technology
king khalid university,inha university,0.8108108108108109,Inha University
king khalid university,tunghai university,0.8,Tunghai University
king khalid university,khalifa university,0.8,Khalifa University
king khalid university,tsinghua university,0.7804878048780488,Tsinghua university
king khalid university,miami university,0.7368421052631579,Miami University
king s college london,imperial college london,0.7272727272727273,Imperial College London
kinga abdullah university of science and technology,pohang university of science and technology,0.8297872340425532,Pohang University of Science and Technology
kinga abdullah university of science and technology,university of science and technology,0.8275862068965517,University of Science and Technology
kinga abdullah university of science and technology,norwegian university of science and technology,0.8041237113402062,Norwegian University of Science and Technology
kinga abdullah university of science and technology,hong kong university of science and technology,0.8247422680412371,Hong Kong University of Science and Technology
kinga abdullah university of science and technology,hebei university of science and technology,0.8172043010752689,Hebei University of Science and Technology
kitech,koreatech,0.6666666666666666,KOREATECH
kitech,kist,0.6,KIST
kitech,imec,0.6,imec
kookmin university,koc university,0.8125,Koc University
kookmin university,tohoku university,0.8,Tohoku University
kookmin university,ohio university,0.7878787878787878,Ohio University
kookmin university,inha university,0.7878787878787878,Inha University
kookmin university,old dominion university,0.7804878048780488,Old Dominion University
korea institute of energy research,korea institute of energy technology,0.8285714285714286,Korea Institute of Energy Technology
korea institute of energy research,tata institute of fundamental research,0.7222222222222222,Tata Institute of Fundamental Research
korea institute of energy research,indian institute of technology ropar,0.6571428571428571,Indian Institute of Technology Ropar
korea institute of energy research,korea institute of industrial technology,0.6216216216216216,Korea Institute of Industrial Technology
korea institute of energy research,korean institute science and technology,0.5753424657534246,Korean Institute Science and Technology
korea institute of science and technology  korea university,korean institute science and technology,0.7755102040816326,Korean Institute Science and Technology
korea institute of science and technology  korea university,srm institute of science and technology,0.7551020408163265,SRM Institute of Science and Technology
korea institute of science and technology  korea university,korea advanced institute of science and technology,0.7522935779816514,Korea Advanced Institute of Science and Technology
korea institute of science and technology  korea university,korea institute of energy technology,0.6947368421052632,Korea Institute of Energy Technology
korea institute of science and technology  korea university,korea institute of industrial technology,0.6666666666666666,Korea Institute of Industrial Technology
korea research institute of chemical technology,korea advanced institute of science and technology,0.7422680412371134,Korea Advanced Institute of Science and Technology
korea research institute of chemical technology,korea institute of industrial technology,0.7586206896551724,Korea Institute of Industrial Technology
korea research institute of chemical technology,korea institute of energy technology,0.7469879518072289,Korea Institute of Energy Technology
korea research institute of chemical technology,institute of chemical technology mumbai,0.7441860465116279,Institute of Chemical Technology Mumbai
korea research institute of chemical technology,srm institute of science and technology,0.6976744186046512,SRM Institute of Science and Technology
krict,kist,0.6666666666666666,KIST
kwangwoon university,kangwon national university,0.8085106382978723,Kangwon National University
kwangwoon university,rowan university,0.7777777777777778,Rowan University
kwangwoon university,nihon university,0.7777777777777778,Nihon University
kwangwoon university,maynooth university,0.7692307692307693,Maynooth University
kwangwoon university,kumamoto university,0.7692307692307693,Kumamoto University
kyung hee university,kyushu university,0.8108108108108109,Kyushu University
kyung hee university,tunghai university,0.7894736842105263,Tunghai University
kyung hee university,ghent university,0.7777777777777778,Ghent University
kyung hee university,yeungnam university,0.7692307692307693,Yeungnam University
kyung hee university,tuskegee university,0.7692307692307693,Tuskegee University
laboratory for chemical technology,beijing university of chemical technology,0.6933333333333334,Beijing University of Chemical Technology
laboratory for chemical technology,institute of chemical technology mumbai,0.6027397260273972,Institute of Chemical Technology Mumbai
laboratory for chemical technology,freeman technology,0.5769230769230769,Freeman Technology
laboratory for chemical technology,university of science and technology,0.6,University of Science and Technology
lakril technologies corporation,evonik corporation,0.5306122448979592,Evonik Corporation
lam research corporation,basf corporation,0.7,BASF Corporation
lam research corporation,eaton corporation,0.6829268292682927,Eaton Corporation
lam research corporation,army research lab,0.6341463414634146,Army Research Lab
lam research corporation,evonik corporation,0.6190476190476191,Evonik Corporation
lamar university university of louisville,university of louisville,0.7384615384615385,University of Louisville
lamar university university of louisville,aristotle university of thessaloniki,0.5974025974025974,Aristotle University of Thessaloniki
lamar university university of louisville,american university of beirut,0.6,American University of Beirut
lawrence berkeley national laboratory,argonne national laboratory,0.71875,Argonne National Laboratory
lawrence berkeley national laboratory,savannah river national laboratory,0.676056338028169,Savannah River National Laboratory
lawrence berkeley national laboratory,oak ridge national laboratory,0.696969696969697,Oak Ridge National Laboratory
lawrence berkeley national laboratory,brookhaven national laboratory,0.6865671641791045,Brookhaven National Laboratory
lawrence berkeley national laboratory,idaho national laboratory,0.6774193548387096,Idaho National Laboratory
lawrence livermore national lab,savannah river national laboratory,0.5846153846153846,Savannah River National Laboratory
lawrence livermore national laboratory,savannah river national laboratory,0.7222222222222222,Savannah River National Laboratory
lawrence livermore national laboratory,argonne national laboratory,0.7384615384615385,Argonne National Laboratory
lawrence livermore national laboratory,los alamos national laboratory,0.7058823529411765,Los Alamos National Laboratory
lawrence livermore national laboratory,idaho national laboratory,0.6984126984126984,Idaho National Laboratory
lawrence livermore national laboratory,pacific northwest national laboratory,0.6666666666666666,Pacific Northwest National Laboratory
lbnl,lanl,0.75,LANL
lehman college  the city university of new york,columbia university in the city of new york,0.6,Columbia University in the City of New York
leidos inc,dow inc.,0.6666666666666666,Dow Inc.
liangzhu laboratory  zhejiang university,zhejiang university,0.6440677966101694,Zhejiang university
liangzhu laboratory  zhejiang university,xian jiaotong university,0.625,Xi'an Jiaotong University
linde plc,linde,0.7142857142857143,Linde
loyola university chicago,soka university of america,0.6666666666666666,Soka University of America
loyola university chicago,nagoya university,0.6666666666666666,Nagoya University
loyola university chicago,university of illinois chicago,0.6545454545454545,University of Illinois Chicago
loyola university chicago,oakland university,0.6511627906976745,Oakland University
loyola university chicago,ohio university,0.65,Ohio University
lubrizol advanced materials europe bvba,lubrizol advanced materials,0.8181818181818182,Lubrizol Advanced Materials
m-star simulations,synt solutions,0.625,Synt Solutions
macdiarmid institute for advanced materials and nanotechnology,national institute of standards and technology,0.6851851851851852,National Institute of Standards and Technology
macdiarmid institute for advanced materials and nanotechnology,srm institute of science and technology,0.6534653465346535,SRM Institute of Science and Technology
macdiarmid institute for advanced materials and nanotechnology,korea institute of industrial technology,0.6078431372549019,Korea Institute of Industrial Technology
mario negri institute for pharmacological research,tata institute of fundamental research,0.6136363636363636,Tata Institute of Fundamental Research
mars  inc,"mars, inc.",0.8421052631578947,"Mars, Inc."
mars  inc,css inc,0.625,CSS Inc
mars  inc,mayo clinic,0.6,Mayo Clinic
massachusets institute of technology,karlsruhe institute of technology,0.8115942028985508,Karlsruhe Institute of Technology
massachusets institute of technology,caltech institute of technology,0.8059701492537313,Caltech Institute of Technology
massachusets institute of technology,chiba institute of technology,0.8,Chiba Institute of Technology
massachusets institute of technology,tokyo institute of technology,0.7692307692307693,Tokyo institute of technology
massachusets institute of technology,kyoto institute of technology,0.7692307692307693,Kyoto Institute of Technology
massachusetts institue of technology,karlsruhe institute of technology,0.782608695652174,Karlsruhe Institute of Technology
massachusetts institue of technology,caltech institute of technology,0.7761194029850746,Caltech Institute of Technology
massachusetts institue of technology,chiba institute of technology,0.7692307692307693,Chiba Institute of Technology
massachusetts institue of technology,tokyo institute of technology,0.7384615384615385,Tokyo institute of technology
massachusetts institue of technology,kyoto institute of technology,0.7384615384615385,Kyoto Institute of Technology
massachusetts institute of technology,karlsruhe institute of technology,0.8,Karlsruhe Institute of Technology
massachusetts institute of technology,caltech institute of technology,0.7941176470588235,Caltech Institute of Technology
massachusetts institute of technology,chiba institute of technology,0.7878787878787878,Chiba Institute of Technology
massachusetts institute of technology,tokyo institute of technology,0.7575757575757576,Tokyo institute of technology
massachusetts institute of technology,kyoto institute of technology,0.7575757575757576,Kyoto Institute of Technology
massachusetts institute of technology and arizona,karlsruhe institute of technology,0.6829268292682927,Karlsruhe Institute of Technology
massachusetts institute of technology and arizona,caltech institute of technology,0.675,Caltech Institute of Technology
massachusetts institute of technology and arizona,indian institute of technology bhu varanasi,0.6521739130434783,Indian Institute of Technology (BHU) Varanasi
massachusetts institute of technology and arizona,chiba institute of technology,0.6666666666666666,Chiba Institute of Technology
massachusetts institute of technology and arizona,indian institute of technology guwahati,0.6590909090909091,Indian Institute of Technology Guwahati
massachusetts institute of thechnology,karlsruhe institute of technology,0.7887323943661971,Karlsruhe Institute of Technology
massachusetts institute of thechnology,caltech institute of technology,0.782608695652174,Caltech Institute of Technology
massachusetts institute of thechnology,chiba institute of technology,0.7761194029850746,Chiba Institute of Technology
massachusetts institute of thechnology,tokyo institute of technology,0.746268656716418,Tokyo institute of technology
massachusetts institute of thechnology,kyoto institute of technology,0.746268656716418,Kyoto Institute of Technology
materials science and engineering  georgia institute of technology,georgia institute of technology,0.6391752577319587,Georgia Institute of Technology
materials science and engineering  georgia institute of technology,technion israel institute of technology,0.5523809523809524,Technion Israel Institute of Technology
materials science and engineering  georgia institute of technology,karlsruhe institute of technology,0.5858585858585859,Karlsruhe Institute of Technology
materials science and engineering  georgia institute of technology,siddaganga institute of technology,0.58,Siddaganga Institute of Technology
media and process technology inc,aspen technology inc.,0.6415094339622641,Aspen Technology Inc.
mexican institute of petroleum,indian institute of science,0.6666666666666666,Indian Institute of Science
mexican institute of petroleum,georgia institute of technology,0.6557377049180327,Georgia Institute of Technology
mexican institute of petroleum,china university of petroleum,0.6440677966101694,China University of Petroleum
mexican institute of petroleum,chiba institute of technology,0.6440677966101694,Chiba Institute of Technology
mexican institute of petroleum,indian institute of technology jammu,0.6363636363636364,Indian Institute of Technology Jammu
mezzo technologies,em ai technology,0.6470588235294118,EM AI Technology
mezzo technologies,aspen technology inc.,0.6153846153846154,Aspen Technology Inc.
mezzo technologies,freeman technology,0.6111111111111112,Freeman Technology
microsoft research,chevron research,0.7058823529411765,Chevron Research
microsoft research,ibm research uk,0.6060606060606061,IBM Research UK
middle east technical university,michigan technological university,0.7384615384615385,Michigan Technological University
middle east technical university,texas tech university,0.7169811320754716,Texas Tech University
middle east technical university,nanyang technological university,0.6875,Nanyang Technological University
middle east technical university,boise state university,0.6666666666666666,Boise State University
middle east technical university,national technical university of athens,0.647887323943662,National Technical University of Athens
ming chi university of technology,dalian university of technology,0.84375,Dalian University of Technology
ming chi university of technology,south china university of technology,0.8405797101449275,South China University of Technology
ming chi university of technology,graz university of technology,0.8387096774193549,Graz University of Technology
ming chi university of technology,eindhoven university of technology,0.835820895522388,Eindhoven University of Technology
ming chi university of technology,amirkabir university of technology,0.835820895522388,Amirkabir University of Technology
minnesota state university at mankato,iowa state university,0.6896551724137931,Iowa State University
minnesota state university at mankato,montana state university,0.6885245901639344,Montana State University
minnesota state university at mankato,montana state university-northern,0.6571428571428571,Montana State University-Northern
minnesota state university at mankato,south ural state university,0.65625,South Ural State University
minnesota state university at mankato,wichita state university,0.6557377049180327,Wichita State University
mit department of mechanical engineering,u.s. department of energy,0.6153846153846154,U.S. Department of Energy
mit energy initiative  massachusetts institute of technology,new jersey institute of technology,0.6170212765957447,New Jersey Institute of Technology
mit energy initiative  massachusetts institute of technology,georgia institute of technology,0.6373626373626373,Georgia Institute of Technology
mit energy initiative  massachusetts institute of technology,caltech institute of technology,0.6153846153846154,Caltech Institute of Technology
mit energy initiative  massachusetts institute of technology,visvesvaraya national institute of technology nagpur,0.5535714285714286,Visvesvaraya National Institute of Technology Nagpur
mit energy initiative  massachusetts institute of technology,izmir institute of technology,0.6067415730337079,Izmir Institute of Technology
mohammed vi polytechnic university,hampton university,0.6538461538461539,Hampton University
mohammed vi polytechnic university,michigan technological university,0.6567164179104478,Michigan Technological University
mohammed vi polytechnic university,texas tech university,0.6181818181818182,Texas Tech University
mohammed vi polytechnic university,semmelweis university,0.5454545454545454,Semmelweis University
mohammed vi polytechnic university,"california state polytechnic university, pomona",0.6419753086419753,"California State Polytechnic University, Pomona"
monash university,ohio university,0.8125,Ohio University
monash university,inha university,0.8125,Inha University
monash university,masaryk university,0.8,Masaryk University
monash university,hampton university,0.8,Hampton University
monash university,clemson university,0.8,Clemson University
msu,bms,0.6666666666666666,BMS
naias labs,national lab,0.7272727272727273,National Lab
naieel technology,em ai technology,0.7878787878787878,EM AI Technology
naieel technology,freeman technology,0.7428571428571429,Freeman Technology
naieel technology,aspen technology inc.,0.631578947368421,Aspen Technology Inc.
naieel technology,shell technology center,0.65,Shell Technology Center
naieel technology,syntegon technology gmbh,0.6341463414634146,Syntegon Technology GmbH
nasa ames research center - kbr  inc,nasa glenn research center,0.7096774193548387,NASA Glenn Research Center
nasa ames research center - kbr  inc,ibm almaden research center,0.6349206349206349,IBM Almaden Research Center
national academies,national lab,0.6666666666666666,National Lab
national academies,national academy of sciences of ukraine,0.631578947368421,National Academy of Sciences of Ukraine
national academies,sandia national laboratories,0.6086956521739131,Sandia National Laboratories
national energy technology lab,national university of technology,0.7619047619047619,National University of Technology
national energy technology lab,korea institute of energy technology,0.6666666666666666,Korea Institute of Energy Technology
national energy technology lab,syntegon technology gmbh,0.6296296296296297,Syntegon Technology GmbH
national energy technology lab,clausthal university of technology,0.625,Clausthal University of Technology
national energy technology lab,poznan university of technology,0.5573770491803278,Poznan University of Technology
national energy technology laboratory,national renewable energy laboratory,0.7123287671232876,National Renewable Energy Laboratory
national energy technology laboratory,national chemical laboratory,0.7076923076923077,National Chemical Laboratory
national energy technology laboratory,national university of technology,0.6857142857142857,National University of Technology
national energy technology laboratory,idaho national laboratory,0.6129032258064516,Idaho National Laboratory
national energy technology laboratory,korea institute of energy technology,0.6027397260273972,Korea Institute of Energy Technology
national energy technology laboratory lrst,national renewable energy laboratory,0.6666666666666666,National Renewable Energy Laboratory
national energy technology laboratory lrst,national chemical laboratory,0.6571428571428571,National Chemical Laboratory
national energy technology laboratory lrst,national university of technology,0.64,National University of Technology
national fuel cell research center,nasa glenn research center,0.6333333333333333,NASA Glenn Research Center
national fuel cell research center,national research council cnr,0.6666666666666666,National Research Council (CNR)
national fuel cell research center,ibm almaden research center,0.6557377049180327,IBM Almaden Research Center
national institute for communicable diseases,national institute for public health and the environment,0.64,National Institute for Public Health and the Environment
national institute of advanced industrial science and technology,national institute of standards and technology,0.7636363636363637,National Institute of Standards and Technology
national institute of advanced industrial science and technology,korea institute of industrial technology,0.6923076923076923,Korea Institute of Industrial Technology
national institute of advanced industrial science and technology,srm institute of science and technology,0.6990291262135923,SRM Institute of Science and Technology
national institute of advanced industrial science and technology,korean institute science and technology,0.6601941747572816,Korean Institute Science and Technology
national institute of advanced industrial science and technology,korea advanced institute of science and technology,0.6491228070175439,Korea Advanced Institute of Science and Technology
national institute of chemistry,national institutes of health,0.8333333333333334,National Institutes of Health
national institute of chemistry,national institute of standards and technology,0.6493506493506493,National Institute of Standards and Technology
national institute of chemistry,technion israel institute of technology,0.6571428571428571,Technion Israel Institute of Technology
national institute of chemistry,kth royal institute of technology,0.65625,KTH Royal Institute of Technology
national institute of chemistry,harbin institute of technology,0.5901639344262295,Harbin Institute of Technology
national institute of safety and health at work,national institutes of health,0.7368421052631579,National Institutes of Health
national institute of safety and health at work,national institute of standards and technology,0.6881720430107527,National Institute of Standards and Technology
national institute of safety and health at work,national institute for public health and the environment,0.6407766990291263,National Institute for Public Health and the Environment
national institute of standards and technology  brookhaven national laboratory,national institute of standards and technology,0.7419354838709677,National Institute of Standards and Technology
national institute of standards and technology center for neutron research,national institute of standards and technology,0.7666666666666667,National Institute of Standards and Technology
national institute of technology  numazu college,indian institute of technology roorkee,0.7209302325581395,Indian Institute of Technology Roorkee
national institute of technology  numazu college,visvesvaraya national institute of technology nagpur,0.7,Visvesvaraya National Institute of Technology Nagpur
national institute of technology  numazu college,indian institute of technology jammu,0.6904761904761905,Indian Institute of Technology Jammu
national institute of technology  numazu college,harbin institute of technology,0.6410256410256411,Harbin Institute of Technology
national institute of technology  numazu college,kth royal institute of technology,0.691358024691358,KTH Royal Institute of Technology
national laboratory astana  nazarbayev university,national taiwan university,0.6133333333333333,National Taiwan University
national tsing hua university,national cheng kung university,0.8135593220338984,National Cheng Kung University
national tsing hua university,national taiwan university,0.8363636363636363,National Taiwan University
national tsing hua university,tsinghua university,0.7916666666666666,Tsinghua university
national tsing hua university,national yang ming chiao tung university,0.7536231884057971,National Yang Ming Chiao Tung University
national tsing hua university,arizona state university,0.7169811320754716,Arizona State University
national university of colombia or purdue university,national university of technology,0.6588235294117647,National University of Technology
national university of colombia or purdue university,university of colorado denver,0.6419753086419753,University of Colorado Denver
national university of science and technology politehnica,university of science and technology of china,0.803921568627451,University of Science and Technology of China
national university of science and technology politehnica,pohang university of science and technology,0.76,Pohang University of Science and Technology
national university of science and technology politehnica,norwegian university of science and technology,0.7766990291262136,Norwegian University of Science and Technology
national university of science and technology politehnica,university of science and technology,0.7741935483870968,University of Science and Technology
national university of science and technology politehnica,hebei university of science and technology,0.7676767676767676,Hebei University of Science and Technology
natural resources canada  canmetenergy,natural resources canada,0.7741935483870968,Natural Resources Canada
naval research laboratory,national renewable energy laboratory,0.6885245901639344,National Renewable Energy Laboratory
naval research laboratory,national chemical laboratory,0.6792452830188679,National Chemical Laboratory
naval research laboratory,army research lab,0.6666666666666666,Army Research Lab
naval research laboratory,nasa glenn research center,0.5882352941176471,NASA Glenn Research Center
naval research laboratory,savannah river national laboratory,0.6101694915254238,Savannah River National Laboratory
naval research labratory,army research lab,0.6829268292682927,Army Research Lab
naval research labratory,national renewable energy laboratory,0.6666666666666666,National Renewable Energy Laboratory
naval research labratory,national chemical laboratory,0.6538461538461539,National Chemical Laboratory
naval research labratory,nasa glenn research center,0.6,NASA Glenn Research Center
naval research labratory,national research council cnr,0.6037735849056604,National Research Council (CNR)
ndiana university bloomington,indiana university,0.723404255319149,Indiana University
ndiana university bloomington,university of wyoming,0.68,University of Wyoming
ndiana university bloomington,university of washington,0.6792452830188679,University of Washington
ndiana university bloomington,brunel university london,0.6792452830188679,Brunel University London
ndiana university bloomington,university of oregon,0.6530612244897959,University of Oregon
nestlé product technology centre,shell technology center,0.6909090909090909,Shell Technology Center
nestlé research,chevron research,0.6451612903225806,Chevron Research
nestlé research,ibm research uk,0.6,IBM Research UK
new jersey center for microchemical systems  stevens institute of technology,new jersey institute of technology,0.6181818181818182,New Jersey Institute of Technology
new mexico institute of mining and technology,srm institute of science and technology,0.7619047619047619,SRM Institute of Science and Technology
new mexico institute of mining and technology,new jersey institute of technology,0.7341772151898734,New Jersey Institute of Technology
new mexico institute of mining and technology,national institute of standards and technology,0.7252747252747253,National Institute of Standards and Technology
new mexico institute of mining and technology,korea institute of energy technology,0.691358024691358,Korea Institute of Energy Technology
new mexico institute of mining and technology,korean institute science and technology,0.6904761904761905,Korean Institute Science and Technology
new york university,baylor university,0.7777777777777778,Baylor University
new york university,widener university,0.7567567567567568,Widener University
new york university,andrews university,0.7567567567567568,Andrews University
new york university,trine university,0.7428571428571429,Trine University
new york university,nihon university,0.7428571428571429,Nihon University
new york university  tandon school of engineering,washington university school of medicine,0.6292134831460674,Washington University School of Medicine
new york university langone health,the university of utah,0.5357142857142857,The University of Utah
new york university tandon school of engineering,washington university school of medicine,0.6363636363636364,Washington University School of Medicine
newcastle university,mcmaster university,0.8205128205128205,McMaster University
newcastle university,western university,0.7894736842105263,Western University
newcastle university,andrews university,0.7894736842105263,Andrews University
newcastle university,texas tech university,0.7804878048780488,Texas Tech University
newcastle university,iowa state university,0.7804878048780488,Iowa State University
nexight group,inga group,0.6956521739130435,Inga Group
ningbo tech university,tennessee tech university,0.7659574468085106,Tennessee Tech University
ningbo tech university,groningen university,0.7619047619047619,Groningen University
ningbo tech university,inha university,0.7567567567567568,Inha University
ningbo tech university,texas tech university,0.7441860465116279,Texas Tech University
ningbo tech university,iowa state university,0.7441860465116279,Iowa State University
nist center for neutron research  national institute of standards and technology,national institute of standards and technology,0.7301587301587301,National Institute of Standards and Technology
njit,unist,0.6666666666666666,UNIST
nl chemical technology  inc,institute of chemical technology mumbai,0.696969696969697,Institute of Chemical Technology Mumbai
nl chemical technology  inc,aspen technology inc.,0.6666666666666666,Aspen Technology Inc.
