mapped,count,label,latitude,longitude,top_authors
university of louisiana at lafayette,22,University of Louisiana at Lafayette,30.2117256,-92.0195772,Elizabeth Boyd; Remil Aguda; Xing Li; Kristel Gatdula; Xiaobo Lei
yokohama national university,22,Yokohama National University,35.4737978,139.5900454,Mehak Jain; Takemi Shinkai
the university of tokyo,22,The University of Tokyo,35.9019845,139.9362283,Yusuke Hayashi; Hirokazu Sugiyama; Junu Kim; Tatsuya Okubo; Gianluca Lombardini
kongju national university,22,Kongju National University,36.8517528,127.1510574,Hayoung Jeong; Seokhyun Choung; Jong-Ki Jeon; Jeong Woo Han; Jong Hun Kang
prairie view aandm university,22,Prairie View A&M University,30.0960954,-95.9870007,Emmanuel Dada; Temitope Esan; Kazeem B. Olanrewaju; Aishorjo Bublee; Uche Chukwuemeka
siemens industry software inc,22,siemens industry software inc,,,Alejandro Cano
guangdong technion israel institute of technology,22,Guangdong Technion Israel Institute of Technology,23.4125696,116.636155,Peng Xu; Yiting Xiao
hanyang university,22,hanyang university,,,Seokwoo Choe; Yong Hyun Moon; Seung Hyun Park; Byeongyong MIN; Tae Yeon KIM
university of cincinnati,22,University of Cincinnati,39.1318991,-84.5157575,Joo-Youp Lee; Anil Reddy Soreddy; Yoonjee Park; Christopher Ticknor; Dimal Kissan Acahry
national technical university of athens,22,National Technical University of Athens,37.977380100000005,23.7590529,Stefanos Xenios; Michaela Vasilaki; Antonios Kokosis; Konstantinos Mexis; Nikos Trokanas
clarkson university,22,Clarkson University,44.6595887,-75.0062397,Omid Jazani; Ian McCrum; Mohammad Hasibul Hasan; Temitope Orimolade; Maira Amjad
tokyo institute of technology,22,Tokyo institute of technology,35.58797123333333,139.6689706,Aparna Chitra Sudheer; Qiancheng Liao; Yuna Tatsumi; Yin LIU; Toshiyuki Yokoi
the university of toledo,20,The University of Toledo,41.6582432,-83.6147873,Hossein Abedsoltan; Saketh Merugu; Maria Coleman; Yakov Lapitsky; Glenn Lipscomb
university of gothenburg,20,University of Gothenburg,57.69796686666666,11.944211333333334,Dimitrios Gerogiorgis; Stefano Brandani; Enzo Mangano; Claire Leishman; Benjamin Duheric
max planck institute for dynamics of complex technical systems,20,max planck institute for dynamics of complex technical systems,,,Tibor Svitnic; Christoph Griehl; Caroline Ganzer; Alexander Geschke; Luisa Peterson
liberty university,20,Liberty University,37.3539466,-79.1531533,Wayne Strasser; Elijah Yoder; Nate Breed; Ryan Learn; Robert Kacinski
hankyong national university,20,Hankyong National University,37.0117775,127.2634692,Semie Kim; Bang Le; Huong Mai Thi Kieu; Son Ich Ngo; Pyeong-Gon Jung
politecnico di torino,20,Politecnico di Torino,45.0636974,7.6575263,Nunzia Lauriello; Antonio Buffo; Sandro Malusà; Diego Fida; Francesco De Roma
korea research institute of chemical technology,20,korea research institute of chemical technology,,,Ajaysing Nimbalkar; Dae Sung Park; Do-Young Hong; Yang Sik Yun; Do Kyoung Kim
exxonmobil,20,ExxonMobil,51.2480381,4.3478222,Prasanna V. Joshi; Hector Ayala; Kirti Richa
dupont,20,DuPont,47.0990689,-122.637546,Scott Collick; Senyo Opong
pfizer,20,Pfizer,51.0669817,4.3097669,Kameel Antami; Virginia Brooke Gill; William Guy; Heather Boucher; Wenge Wang
srm institute of science and technology,20,SRM Institute of Science and Technology,12.8234361,80.0450412,Sam David Swaminathan; Jiwoo Lee
"university of puerto rico, mayaguez",20,"University of Puerto Rico, Mayaguez",18.2137084,-67.14489083333332,Angela Montaño Herazo; Yomaira Pagan Torres; Cristian Aristizabal-Gonzalez; Maria K. Oñate-Socarras; Lucas Lisondo
pusan national university,20,Pusan National University,35.2343498,129.0784068,Kyoungyoun Kim; Doyeon Lee; Sunghyun Yoon; Kyu Hyun; Jaegyun Im
north carolina aandt state university,20,North Carolina A&T State University,36.2116175,-81.6760234,Sujoy Bepari; Yusuf Adewuyi; Sumit Gupta; Tianjun Xie; Md Shakibur Rahaman Chowdhury
united states military academy,20,United States Military Academy,41.3926455,-73.9599242,Enoch Nagelli; Samuel Lowell; Charles M. Aronov; Katherine G. LaReau; Edward Chen
university of salamanca,20,University of Salamanca,45.9455202,-66.6401861,Mariano Martin; Alberto Ruiz; Carlos Prieto
mississippi state university,20,Mississippi State University,33.4386876,-88.7943232,Santanu Kundu; Priscilla Hill; Victoria Taylor; Neeraj Rai; Yunsang Kim
university of birmingham,20,University of Birmingham,52.4522956,-1.9312857,Daniele Baiocco; Cinzia Amieni; Darius Khoshdel; Georgina Wadsley; Kit Windows-Yule
nyu tandon school of engineering,20,nyu tandon school of engineering,,,Nouha El Amri; Rachel Pollard; Parker Lewis; Nathalie Pinkerton; Xiuxian Li
the hong kong university of science and technology,20,The Hong Kong University of Science and Technology,22.32999,114.22884208,Yue Fang; Danqing Zhu; Richard Lakerveld; Yuanyuan Zhou; Zhengtang Luo
the university of akron,20,The University of Akron,41.07669885,-81.51450285,Weinan Xu; Amir Nourhani; Linxiao Chen; Fardin Khabaz; Daniel Angel Bellido Aguilar
university of maryland  baltimore county,18,university of maryland  baltimore county,,,Samiha Sharlin; Tyler R. Josephson; Colin Jones; Meredith Morse Morse; Elias Gilotte
university of louisville,18,University of Louisville,38.19373075,-85.75322835,John White; Mahbuba Khanom; Xiao-An Fu; Jacob Miller
washington state university,18,Washington State University,46.730447,-117.106682,Bin Yang; Su Ha; Carrington Moore; Marcus Sharp; Steven Saunders
mainstream engineering corporation,18,mainstream engineering corporation,,,Andrew Wagner; Aristidis Mihalos; Philip Cox; Luke Walker; Benjamin Woods
new mexico state university,18,New Mexico State University,32.2729032,-106.7434927,Eric Palmer; Meng Zhou; Hongmei Luo; Raul Velazquez; Michael Fry
indiana university,18,Indiana University,39.1802358,-86.5093526,Wenhui Li
"university of nevada, reno",18,"University of Nevada, Reno",39.5442688,-119.8163105,Maryam Raeeszadeh Sarmazdeh; Sanele Maziya; Olumide Ige; Elham Taheri; Masoud Kalantar
totalenergies,18,TotalEnergies,0.3854609,9.4447602,Sohaib Mohammed; Frederick de Meyer; Daniel Curulla Ferre
barpimo s.a.,18,Barpimo S.A.,42.9108971,-8.5254274,Helen Zha; Surya Karla
university of naples federico ii,18,university of naples federico ii,,,Maria Portarapillo; Danilo Russo
ohio university,18,Ohio University,39.3241782,-82.1015648,Quinn Bennett; Sumit Sharma; Yalda Ramezani; Hemant Nagar; Richard Nana Arthur
the university of maine,18,The University of Maine,43.6854339,-70.2988834,Arya Ajeev; Behrokh Shams; Reyad Shawabkeh
east china university of science and technology,18,East China University of Science and Technology,31.145271500000003,121.42105243333332,Mengxiang Lu; Zhongjie Shen; Yao Miao; Yunfei Yang; Liang Zhang
famu-fsu college of engineering,18,FAMU-FSU College of Engineering,30.428374766666664,-84.3011659,Justice Ene; Hoyong Chung; Dylan Barton; Cecilia Hansen
kth royal institute of technology,18,KTH Royal Institute of Technology,59.2016758,17.6203201,Devesh Sathya Sri Sairam Sirigina; Nardana Bazybek; Andressa Mazur; Pedro Henrique Cabral De Souza
vellore institute of technology,18,Vellore Institute of Technology,12.9697279,79.1606943,Satish Parulekar; Ahmad Ijaz; Hamid Arastoopour; Nirmala Gnanasundaram; SeyedSepehr Mostafayi
alma mater studiorum - university of bologna,16,alma mater studiorum - university of bologna,,,Matteo Minelli; Virginia Signorini; Marco Giacinti Baschetti
virginia polytechnic institute and state university,16,Virginia Polytechnic Institute and State University,37.2219268,-80.4272818,Liping Liu; Rong Tong; Sanket Deshmukh; Md Raian Yousuf; Parisa Farzeen
queens university,16,Queen's University,54.5847533,-5.936566,Greg van Anders; Houda Haidar; Iman Moshiritabrizi; Lauren Gibson; Kimberley B. McAuley
federal university of campina grande,16,federal university of campina grande,,,Heleno Bispo; Waleska Nascimento; Gabriela Monteiro; Gustavo Silva; Fernanda Andrade
university of strathclyde,16,University of Strathclyde,55.8618812,-4.2419566,Irene Moreno Flores; Tom Stavert; Miguel Jorge; John Armstrong; Christopher Boyle
montana state university,16,Montana State University,45.6638859,-111.079287,Jacob Molinaro; Campbell Putnam; Esther Stopps; Martina Du; Sabine Olds
beijing university of chemical technology,16,Beijing University of Chemical Technology,40.2525863,116.1437701,Wei Sun; Jingzhi Rao; Fangyuan Ma
university of british columbia,16,University of British Columbia,49.2578915,-123.2429755,Rama El-khawaldeh; Genpei Cai; Jiayang Ren; Gwynn Elfring
miami university,16,Miami University,39.5094198,-84.7311546,J. Andrew Jones; Jonathan Ackley; Felicia Guagliardo; Nolan Brown; Grace E. Kemmerly
university of mississippi,16,University of Mississippi,34.3646125,-89.5396349,Masoud Salavati; Utsab Roy Ayan; Sadie Farmer; Sasan Nouranian
kist,16,KIST,49.7444194,9.8413018,Byoungyoun Lee; Doh C. Lee; Tae-Hyun Bae; Jinwoo Lee; Jihan Kim
u.s. department of energy,16,U.S. Department of Energy,38.887938875,-77.0324304125,Bhima Sastri; Maressa Brennan
national taiwan university,16,National Taiwan University,25.05578835,121.54194385,Jeffrey Ward; Jeffrey Wu; Yu-I Lin
apc ltd,16,APC Ltd,16.8497417,96.0796153,Melba Simon; Niall Brady; Anita Umerska
karlsruhe institute of technology,14,Karlsruhe Institute of Technology,49.1018534,8.4331202,Patrick Lott; Philipp Rentschler; Olaf Deutschmann; Moritz Herfet
oakland university,14,Oakland University,42.67665135,-83.15880505,Erin Witherspoon; Natsuumi Ito; Hiroshi Umakoshi; Nobuyuki Matubayasi; Kento Kasahara
suncat center for interface science and catalysis  department of chemical engineering  stanford university,14,suncat center for interface science and catalysis  department of chemical engineering  stanford university,,,Pooja Basera
the university of texas at tyler,14,The University of Texas at Tyler,32.3163078,-95.2536994,Gideon Nyarko; Oluwanisola Makinde; Kristinoba Olotu; Mayokun Oke; Micheal Asama
hamburg university of technology,14,Hamburg University of Technology,53.4610001,9.9692264,Bogdan Dorneanu; Louise Olsson; Parisa Shafiee; Vasileios Mappas
school of chemistry  chemical engineering and biotechnology  nanyang technological university,14,school of chemistry  chemical engineering and biotechnology  nanyang technological university,,,Ari Fischer; Sainan Zhao
savannah river national laboratory,14,Savannah River National Laboratory,33.3447893,-81.73874705,Stephen Vicchio; Dan Lambert; Dylan D. Rodene; Jarrod Gogolski
indian institute of technology roorkee,14,Indian Institute of Technology Roorkee,29.8661656,77.8957348,Arisha Sharma; Prakash Biswas; Diksha VATS; Praveen Dubey; Arvind Kumar
merlyn emergence,14,merlyn emergence,,,Shom Ponoth
national cheng kung university,14,National Cheng Kung University,22.999099,120.2162295,Wei Wu; Bing-Hung Chen; Sheng-Sheng Yu
university of oxford,14,University of Oxford,51.752,-1.2577,Andrey Poletayev; James Kwan; Michail Stamatakis
university of ribeirão preto,14,university of ribeirão preto,,,Gianpaolo Barci
bristol myers squibb,14,Bristol Myers Squibb,48.1292363,11.5812022,Shona Marie Becwar; Andrew Werneth; Mohammadreza Ebrahimi; Patrick Corona; Hochan Chang
netl,14,NETL,52.6830181,5.8732297,Isaac Gamwo; Vyacheslav Romanov
university of miami,14,University of Miami,25.7172724,-80.2787069,Ruthradharshini Murugavel; Jimmy Moreno; Abdullah Al Moinee
university of calgary,14,University of Calgary,51.0766289,-114.1285493,Kotaybah Hashlamoun; Hua Song; Jose Angel Beleno Alcazar; Camilo Andres Lopez Lago; Jinguang Hu
glaxosmithkline,14,glaxosmithkline,,,Christopher J. Morrison; Lotfi Derdour; Don Clancy; Thomas Haley
south china university of technology,14,South China University of Technology,23.160342,113.3372426,Ruiqi Fang; Xin Zhao; Hongxin Fu; Jufang Wang
mathworks,14,Mathworks,42.3000136,-71.350891,Aycan Hacioglu; Hossein Jooya
aristotle university of thessaloniki,14,Aristotle University of Thessaloniki,40.6296704,22.9591611,Fotini Nikiforou; Dayna Schultz; Thanasis Papageorgiou; Ilias Frydas
university of wyoming,14,University of Wyoming,41.314986,-105.5643222,Vithurshan Varenthirarajah; Balantrapu Harshit; Zitao Wu; Dengfeng Qin; Ying Yu
university of maine,14,University of Maine,44.9015188,-68.6617222,Sampath Gunukula; Sampath Karunarathne; Temidayo Ogunjinmi; Ehsan Sardar; Madison McCarthy
university of limerick,14,University of Limerick,52.67356865,-8.56909645,Harry Van den Akker; Negin Ammari; Vivek V. Ranade
lawrence berkeley national lab,14,lawrence berkeley national lab,,,Amro Dodin; Jaeyong Lee; Sumanjeet Kaur
us environmental protection agency,14,us environmental protection agency,,,William Barrett; Ashley Butzlaff; Nathan Weber
university of maryland baltimore,14,university of maryland baltimore,,,Yiling Nan
century therapeutics,14,century therapeutics,,,Gregory Rusotti
university of dayton,12,University of Dayton,39.7384599,-84.1791948,Sharjeel Jokhio; Adrienne Shea; Matthew Bernards; Ching-An Peng; Kevin Myers
aiche,12,AIChE,47.6756422,8.2617198,Joseph Cramer; Jeffrey Horowitz; Heather Yuengling
university of mississippi medical center,12,University of Mississippi Medical Center,32.3309299,-90.1723002,Chipo Chapusha; Sheetal Chowdhury
indian institute of technology roorkee  uttarakhand  india,12,indian institute of technology roorkee  uttarakhand  india,,,Salma Khatoon
indian institute of science,12,Indian Institute of Science,13.0222347,77.5671832,Sanjeev Kumar; Anshaj Ronghe; K Ganapathy Ayappa
"california state polytechnic university, pomona",12,"California State Polytechnic University, Pomona",34.0556686,-117.8239282,Mingheng Li; Zachary Shin
western michigan university,12,Western Michigan University,42.2832928,-85.6102611,Noor Alomari
u.s. food and drug administration,12,U.S. Food and Drug Administration,47.7969561,-122.2009767,Stelios C. Tsinontides; Thomas O'Connor; Nobel Sierra Vega; Katrina Avery; Aaron Rowane
univ of alabama birmingham,12,UNIV OF ALABAMA BIRMINGHAM,33.5016153,-86.8060476,Robert Peters
texas aandm university-kingsville,12,Texas A&M University-Kingsville,27.5279817,-97.8836721,Matthew Alexander; Matthew Kolade Ajakaiye; M. R. Riazi; Patrick Mills; Esther Olagunju
university of san diego,12,university of san diego,,,Rae Robertson-Anderson; Katarina Matic
universidad de guanajuato,12,Universidad de Guanajuato,28.6984944,-106.1339119,Juan Gabriel Segovia; Carlos Rodrigo Caceres Barrera; Eduardo Sánchez-Ramírez; Juan-Gabriel Segovia-Hernandez
polykala technologies llc,12,polykala technologies llc,,,Maoqi Feng
faculty of new sciences and technologies  university of tehran,12,faculty of new sciences and technologies  university of tehran,,,Leila Fereidooni
procegence,12,procegence,,,Nima Yazdanpanah
slb,12,slb,,,Ruhi Sultana; Daniel Miller; Kurt Schmidt
florida atlantic university,12,Florida Atlantic University,26.1194037,-80.1416919,Brandyn Nutter; Laura Rojas; Steven Soini; Masoud Jahandar Lashaki
the university of melbourne,12,The University of Melbourne,-37.7991808,144.9800356,Lequan Zeng; Raymond Dagastine; Eirini Goudeli
utah state university,12,Utah State University,41.7526959,-111.808733,Foster Agblevor; Hamza Abdellaoui
instituto superior técnico  universidade de lisboa,12,instituto superior técnico  universidade de lisboa,,,Pedro Castro
korea institute of industrial technology,12,Korea Institute of Industrial Technology,35.20173355,126.87721165,Heejun Kim; Jo Hong Kang; Hojun Song
csu- long beasch and fresno city college,12,csu- long beasch and fresno city college,,,Ashok Naimpally
uc irvine,12,UC Irvine,-29.7451544,147.7685722,Lexi Crowell; Herdeline Ardoña; Kiara Lacy; Sujeung Lim; Tayloria N.G. Adams
boise state university,12,Boise State University,43.6032821,-116.19941,Eric Jankowski; Chris Jones
boehringer ingelheim pharmaceuticals inc,12,boehringer ingelheim pharmaceuticals inc,,,Tao Zhang; Vidhyadhar Manee; Shuoxun Wang
genentech,10,Genentech,38.3901767,-121.9482113,Lucilla Coelho de Almeida; Edward Yost
pfizer inc,10,pfizer inc,,,Shubham Sharma; Joseph Imbrogno; Katharina Grohowalski; Kevin P. Girard
korea institute of energy technology,10,Korea Institute of Energy Technology,35.0099961,126.8039044,Nam Gyu Lim; Hyeok Jin Kwon; Hoang Thai Bao Ngo
soongsil university,10,soongsil university,,,Jun Hyoung Lee; Lee Jae-Cheol; Yun-Ho Ahn
research center pharmaceutical engineering gmbh,10,research center pharmaceutical engineering gmbh,,,Andreas Kottlan; Nick Morse
the ohio state university wexner medical center,10,the ohio state university wexner medical center,,,Xilal Rima
south dakota state university,10,South Dakota State University,44.344449,-96.7982371,Zhengrong Gu
duke university,10,Duke University,36.0001557,-78.9442297,Dongheon Lee; Emma Chory
texas aandm international university,10,Texas A&M International University,27.5722485,-99.4325843,Heriberto Garcia; Khoa Tran
tennessee tech university,10,Tennessee Tech University,36.1748736,-85.5089051,Mohammad J Seyed Sabour; Sahera Abumariam
technical university of denmark,10,Technical University of Denmark,55.7854145,12.5202151,Alina Anamaria Malanca; Johan Le Nepvou De Carfort; Fiammetta Caccavale; Samir Meramo
takeda,10,takeda,,,Edward Raymond; Thomas Toupy; Laura Pereira Diaz; Varun Sundarkumar
sunthetics,10,sunthetics,,,Daniela Blanco
forschungszentrum jülich gmbh,10,forschungszentrum jülich gmbh,,,Stefan Pappler; Michael Geisselbrecht; Tobias Mader; Moritz Wedemeyer
hong kong university of science and technology,10,Hong Kong University of Science and Technology,22.8916128,113.4790189,Min HU; Haifan Zhou; Ching Ting Leung
university of missouri-columbia,10,university of missouri-columbia,,,Reginald Rogers; Matthias Young; Farnoushsadat Rezaei; Marissa Moore
hovione farmaciência,10,hovione farmaciência,,,Pedro Monteiro; Ana Martins; Artur Saramago; Ricardo Sousa; Jose Granjo
dsm-firmenich,10,DSM-Firmenich,46.1772613,6.0064557,Taliehsadat Alebrahim; Novin Mehrabi
university of nebraska - lincoln,10,university of nebraska - lincoln,,,Mark Kathol; Joydip Dey; Abaigeal Aydt
the lubrizol corporation,10,the lubrizol corporation,,,Frank van Lier; Michael DeLetter; Nicolas Proust
tohoku university,10,Tohoku University,38.2581115,140.8360434,Anqing Wang; Keishi Suga; Hikaru Namigata; Naomi Shibasaki-Kitakawa
university of cambridge,10,University of Cambridge,52.20118383333334,0.1216035999999999,Collin Smith; Alexander Routh; Kara Fong; Laura Torrente Murciano
chulalongkorn university,10,chulalongkorn university,13.7431114,100.5328752,Anuchit Wuttitrairat; Paisan Kittisupakorn; Nuttha Thongchul
nanoparticle systems engineering laboratory,10,nanoparticle systems engineering laboratory,,,Robert Nißler
nagoya university,10,Nagoya University,35.1533086,136.9677806,Mostafa Elshafie; Akihide Wakita; Tao Zou
iit hyderabad,10,IIT Hyderabad,17.589982833333334,78.1218824,Pallavi Dandekar
trinity college dublin,10,trinity college dublin,,,Rebekah Wells
u s  environmental protection agency,10,u s  environmental protection agency,,,John D. Chea; Gerardo Ruiz-Mercado; Veera Boddu; Raymond Smith
mexican institute of petroleum,10,mexican institute of petroleum,,,Elias Martinez-Hernandez
universidad san francisco de quito,10,Universidad San Francisco de Quito,-0.1968612,-78.4359156,Lourdes Orejuela-Escobar; Emilia Moreno; Andrea C. Landázuri
colorado state university,10,Colorado State University,40.5706567,-105.0853995,Qiang Wang; Siu Hung Joshua Chan; Sebastian Castro; Anna Huszar; Allison Cornelius
mission possible partnership,10,mission possible partnership,,,Gayle Gibson
kfupm,10,kfupm,,,Syed Muhammad Shakil Hussain
university of liege,10,University of Liege,50.6368602,5.5624252,Geoffroy Lumay; Benoit Heinrichs
kaust,10,KAUST,22.3223754,39.1173835,Elia Colleoni; Daniel Fontecha; Wojciech Ogieglo
aspen technology inc.,10,Aspen Technology Inc.,39.067515,-108.560123,Pratyush Agarwal; Salvador Perez-Uresti; Andrea P. Ortiz-Espinoza
widener university,10,Widener University,39.8606395,-75.3565932,Dipendu Saha; Annie Miloser
worldwide research and development  pfizer healthcare india pvt ltd,8,worldwide research and development  pfizer healthcare india pvt ltd,,,Mandakini Padhi
3m company,8,3M Company,41.3079575,-96.3382383,Hyunki Kim; Neeraj Borker
vertex pharmaceuticals,8,vertex pharmaceuticals,,,Qinglin Su; Yaser Bozorgi
young professionals committee,8,young professionals committee,,,Carmen Daoud
yeungnam university,8,Yeungnam University,35.828022,128.7572223,Sang W. Joo
université catholique de louvain   place l  pasteur 1,8,université catholique de louvain   place l  pasteur 1,,,Richa Tomer
applied circular engineering and simulation group   universidad san francisco de quito usfq,8,applied circular engineering and simulation group   universidad san francisco de quito usfq,,,Andrea Landazuri; Camily Rivadeneira; Andrea C. Landázuri
university of the witwatersrand  johannesburg,8,university of the witwatersrand  johannesburg,,,Craig Sheridan
brookhaven national laboratory,8,Brookhaven National Laboratory,40.87930865,-72.85765635,Yong Yuan; Mueed Ahmad
boehringer ingelheim,8,Boehringer Ingelheim,19.3038519,-99.13449406666666,Fredrik Nordstrom
university of new haven,8,University of New Haven,41.27402215,-72.9761542,Dequan Xiao; Huan Gu
caltech institute of technology,8,Caltech Institute of Technology,34.1370138,-118.1252883,Haochen Zhang
university of maryland baltimore county,8,university of maryland baltimore county,,,Luis Carlos Pinzon-Herrera; Pavankumar Umashankar
central michigan university,8,Central Michigan University,43.58355,-84.7746308,Emad Sanei; Yasna Mortezaei
center for interdisciplinary research and innovation of aristotle university of thessaloniki,8,center for interdisciplinary research and innovation of aristotle university of thessaloniki,,,Nafsika Papaioannou; Achilleas Karakoltzidis
university of chile,8,university of chile,,,Irene Martinez
cleveland state university,8,cleveland state university,,,Victoria Stege; Bukola Adesanmi; Lisa Chambers; Obaid Khan
university of chemistry and technology in prague,8,University of Chemistry and Technology in Prague,50.102222,14.39063,Pavel Krýsa; Viola Tokarova; Ondrej Kaspar
university of chemical technology and metallurgy,8,university of chemical technology and metallurgy,,,Dimitar Peshev; Nevena Lazarova-Zdravkova
university of central florida,8,University of Central Florida,28.599591,-81.1971284,Shaohua Xie; Yifan Wang
corteva agriscience,8,Corteva Agriscience,41.6704889,-93.715464,Navraj Hanspal; Venkat Bhamidi
instituto politécnico nacional,8,instituto politécnico nacional,,,Diana L. Salas-Gallegos; Luis A. Galicia-Luna; Jeimy Judith Bautista Martinez
instituto de investigaciones biomédicas  universidad nacional autónoma de méxico,8,instituto de investigaciones biomédicas  universidad nacional autónoma de méxico,,,Jessica Sánchez-Vargas; Mauricio A. Trujillo-Roldán
kitech,8,kitech,,,Duyoung Choi
university of ar,8,University of AR,36.0970389,-94.1703322,Mohammad Mahmoudi; Kamel Halouani; Ezzeldin Aly
universiti teknologi malaysia utm,8,Universiti Teknologi Malaysia (UTM),1.5585223,103.6399138,Vasantha Nayagam; Hesham El Enshasy
universidad michoacana de san nicolás de hidalgo,8,Universidad Michoacana de San Nicolás de Hidalgo,19.6892955,-101.2066338,Luis Fernando Lira-Barragán
universidad de los andes  carrera,8,universidad de los andes  carrera,,,Alejandra Vargas-Beltrán; Juan F. Saldarriaga
department of chemical and petroleum engineering  university of kansas,8,department of chemical and petroleum engineering  university of kansas,,,Leila Fereidooni
universidad de las americas puebla,8,Universidad de las Americas Puebla,19.0544632,-98.284968,Rosa Henandez-Lopez
united cleanup oak ridge llc,8,united cleanup oak ridge llc,,,Brad Russell; Ethan Garland
uc davis,8,uc davis,,,Alejandro Gallegos Tovar; Jennifer Curtis
the university of utah,8,The University of Utah,41.0956278,-111.9941083,Matthew Williams; Srabani Karmakar
texas aandm university at qatar,8,texas aandm university at qatar,,,Ahmed Abbas; Aysha Melhim; Elizabeth Abraham
durban university of technology south africa,8,Durban University of Technology South Africa,-29.6458441,30.3501321,Riona Indhur; Stephen Akpasi
ku leuven,8,KU Leuven,50.8057128,3.2915374,Dominik Bongartz; Jonas Loncke; Nicolas Chanut
tecnológico de monterrey,8,Tecnológico de Monterrey,20.67737852,-105.22261644,Ilse María Hernández-Romero; Camila Velandia; Maijani Hall
takeda development center americas  inc,8,takeda development center americas  inc,,,Guanghui Zhu; Neda Nazemifard
epsrc future manufacturing research hub for continuous manufacturing and advanced crystallization,8,epsrc future manufacturing research hub for continuous manufacturing and advanced crystallization,,,Irene Moreno Flores
stellenbosch university,8,Stellenbosch University,-33.9326212,18.8650551,Cara Schwarz; Cara E. Schwarz; Jafaru Egieya
southern illinois university edwardsville,8,Southern Illinois University Edwardsville,38.7941616,-90.0002789,Seyi Akoko; Abdullahi Adeto Inaolaji
sartorius,8,sartorius,,,Behnam Partopour
fei,8,FEI,45.7647019,8.2499183,Ricardo Torres
famu-fsu college of engineering  florida state university,8,famu-fsu college of engineering  florida state university,,,Xingchi Chen; Sailesti Joshi
rochester institute of technology,8,rochester institute of technology,,,Obioma Uche; Poornima Padmanabhan
reservoir engineering research institute,8,reservoir engineering research institute,,,Tomás Chávez-Miyauchi
fuzhou university,8,Fuzhou University,26.0614068,119.1933416,Li-Hai Fan; Qiang Guo
polytechnic university of puerto rico,8,polytechnic university of puerto rico,,,Harry Carrion; Dorielis Rodriguez-Suarez; Yariana N. Bengochea Bonilla; Jeziel Rodriguez Vega
planta piloto de ingenieria quimica,8,planta piloto de ingenieria quimica,,,Maria Soledad Diaz
harvard medical school brigham and women s hospital,8,harvard medical school brigham and women s hospital,,,Sohyung Lee
gti energy,8,gti energy,,,Weiwei Xu; Megan Herrera; Sarath Kannan
lsre-lcm - faculty of engineering of university of porto,8,lsre-lcm - faculty of engineering of university of porto,,,Ana Pereira; Rafael Dias; Inês Rodrigues; Albertina Rios
lakehead university,8,Lakehead University,48.4203116,-89.2623395,Pedram Fatehi
granutools,8,granutools,,,Aurelien Neveu; Marco Lupo; Filip Francqui
hovione,8,hovione,,,Ines Rocha; Sarang Oka; Jose Luis Santos
hope college,8,hope college,,,Elizabeth Cuneaz; Joseph Kuklewski; Laurel Wasiniak; Brian Tran
nihon university,8,Nihon University,35.7031676,139.74115154999998,Katsumi Tochigi; Hiroyuki Matsuda
new mexico institute of mining and technology,8,new mexico institute of mining and technology,,,Youngmin Lee; Arnob Dipta Saha; Naomi Helsel; Hirithya Sharad Jeyashangararaj
illinois state geological survey,8,illinois state geological survey,,,Carl Carman; Kendall Taft
nanjing normal university,8,Nanjing Normal University,32.0550562,118.7621005,Zijia Li; He Huang; Fei Du
vrije universiteit brussel,8,vrije universiteit brussel,,,Ravi Sharma; Mahsa Najafi Lahiji; Joeri Denayer
amofor gmbh,8,amofor gmbh,,,Christian Lübbert
american university of the middle east,8,American University of the Middle East,29.1640713,48.099383,Eldhose Iype; Ozgen Yalcin
ahmedabad univeristy,6,ahmedabad univeristy,,,Ramya Srinivasan
technical university of munich,6,Technical University of Munich,48.2654976,11.6692249,Michael Stadler; Valentin Krespach; Marc Xia
technion israel institute of technology,6,Technion Israel Institute of Technology,32.7768128,35.0225446,Brian Welch
technische universiteit delft,6,technische universiteit delft,,,Jana Weber
texas aandm university - corpus christi,6,Texas A&M University - Corpus Christi,27.7127513,-97.3233877,Richard Coffin
isgs,6,isgs,,,Mansour Khosravi
kuwait university,6,Kuwait University,29.344252,48.0833926,Osamah Alomair
eastman chemical co,6,eastman chemical co,,,Gary Hawkins
massachusetts institute of thechnology,6,massachusetts institute of thechnology,,,Zhengpeng Wan
material flow solutions  inc,6,material flow solutions  inc,,,Kerry Johanson
industrial technology research institute,6,industrial technology research institute,,,Chaohuang Chen
institute of hydrodynamics of the cas,6,institute of hydrodynamics of the cas,,,Jan Haidl; Ondrej Gebousky
exhalix  llc,6,exhalix  llc,,,Bill J. Brooks; Debra M. Friedrichsen
exxonmobil technology and engineering company,6,exxonmobil technology and engineering company,,,Mohammed Abutaqiya; Yu Wang; Harnoor Kaur
suny college of environmental science and forestry,6,suny college of environmental science and forestry,,,Md Shahadat Hossain; Dwyer Stuart
surface measurement systems,6,surface measurement systems,,,Connor Hewson; Sean McIntyre; Lisa Mingzhe Sun
syracuse university,6,syracuse university,,,Nora Prosak; Jesse Bond
eaton corporation,6,Eaton Corporation,42.83977,-93.6037789,Monoj Ghosh; Rob Nunley
energy and environmental research center university of north dakota,6,energy and environmental research center university of north dakota,,,Trevor Richards
the cooper union for the advancement of science and art,6,the cooper union for the advancement of science and art,,,Tausif Tamim; Nada Shetewi; Julius Yoh
the cyprus institute,6,The Cyprus Institute,35.1409611,33.3811819,Wojciech Lipinski
